,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,자본총계변화율,비유동자산변화율,Relative Return,주주 수변화율,1인평균급여변화율,전체 주식 수변화율,전체 주주 수변화율,Label,Code
1,Yuhan_Corporation,Healthcare,2024,Q2,-0.012744224911674484,-1.5612947115842926,-0.1280674303001239,-0.009427923683566819,0.006281401579499746,0.06376366180384421,0.03018946884143814,-0.028355622203931397,0.006477078295499483,0.007477457855143532,0.031086916734876097,000100
1,Ildong_Pharmaceutical,Healthcare,2024,Q2,0.9954333847029359,0.8471436253157808,-0.02886142087297805,0.25592133840786135,0.15030499699250888,-0.1710619195915046,0.13634521891129614,0.16229866694148265,0.16892419411800474,0.10776788695239825,-0.1998470803527327,000230
1,Bukwang_Pharmaceutical,Healthcare,2024,Q2,0.031543685949217526,-0.12696189233910538,0.30506756801931123,0.023667415189062124,0.03638924459329895,0.03717337452614245,0.16384676787991082,0.0863098973544627,0.11791452147143056,0.10195247719862943,-0.2129189757775693,003000
1,Youngjin_Pharmaceutical,Healthcare,2024,Q2,-0.10203177870127655,0.7372219096434249,-0.02312883496108764,0.014918731771594196,-0.014865495323485467,-0.036910976195278195,-0.039112727167373684,-0.015568181316301333,-0.014474679711474092,-0.016721146715152013,-0.04474752114920632,003520
1,SK_Chemicals,Healthcare,2024,Q2,0.006287468789559214,1.0924464087895132,0.004167231370321711,0.02061564385228476,0.11109725555128902,0.07648910081665866,-0.005517290912991912,0.015322278559422586,0.02271833073501861,-0.0026696905938221605,-0.15237585192210457,006120
1,GC_Biopharma,Healthcare,2024,Q2,-0.007403693861506522,2.933932893479932,-0.05003349211163499,-0.0054613828611633775,0.004679188100104925,-0.08375729439214258,0.037258837143108514,-0.023990246824360906,0.013532387548239377,0.01694150636637426,-0.07918672980288738,006280
1,Ilyang_Pharmaceutical,Healthcare,2024,Q2,-0.01901707041847045,0.20216744629477224,-0.05160850604119771,-0.002855228194835968,-0.030367477319519054,-0.1354069675148273,-0.011435729775114645,-0.019235528551284187,-0.0021224706408358163,-0.0034666298656860217,-0.12375878339873098,007570
1,Kwang_Dong_Pharmaceutical,Healthcare,2024,Q2,-0.0020935017583552096,0.8030511915605479,-0.05097227184024211,-0.0013000061522279172,-0.04677796204217288,-0.08301930973797599,-0.010883414271224634,-0.011941684817390552,-0.011700850217281511,-0.010628253683806044,-0.12978820280722414,009290
1,Daewoong_Pharmaceutical,Healthcare,2024,Q2,-0.010093076362464926,-0.5882554217133824,-0.12399634367418844,0.015066868906274844,-0.026693392344306677,-0.013422911892616678,-0.047463269131301944,-0.07062929543484353,0.0010574797171054584,-0.07284890136585931,-0.18364282268004062,069620
1,Huvepharma,Healthcare,2024,Q2,0.6170913227295232,0.4631621703240707,-0.05334979584555444,0.12089103647535915,0.04999495676150145,-0.09717842444587355,0.00046693389441410105,0.047799756816780836,-0.015845604209655972,-0.041242377845840394,-0.1560810507341342,079980
1,Hanmi_Pharmaceutical,Healthcare,2024,Q2,-0.102940940910202,0.18681389567911155,0.05535774695192619,-0.04641189290209358,0.008225532774111866,-0.1090534330285626,0.01794350016087054,0.008326569881395463,0.003074489030097549,0.012565428968689618,-0.2081708882017318,128940
1,KOLMAR_Korea,Healthcare,2024,Q2,-0.12850101332749198,-0.937225878763106,-0.014117627843654112,-0.08301456578992639,-0.039627974685326306,-0.18003388220832703,-0.06990585199004573,-0.06423991790144945,-0.028609948727826406,-0.03224214772084322,0.5110564513031343,161890
1,COSMAX,Healthcare,2024,Q2,-0.45522041443591377,-0.1482238629684678,-0.13031968085445356,-0.08963076451291152,-0.07366523043320683,-0.09864320428619136,-0.11509839220791673,-0.13595229484726024,-0.10367048115100119,-0.09643370078049052,0.5782414228080945,192820
