,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,자본총계변화율,비유동자산변화율,Relative Return,주주 수변화율,1인평균급여변화율,전체 주식 수변화율,전체 주주 수변화율,Label,Code
15,Yuhan_Corporation,Healthcare,2020,Q4,-0.0024466939944400856,-0.7358387096432384,0.012294946235178128,0.00622457358967532,-0.02872094186754226,0.1609598366697684,-0.6300495800679358,-0.2167437240867347,-0.5901335050467651,-0.46551439944805817,-0.036603733674933026,000100
15,Ildong_Pharmaceutical,Healthcare,2020,Q4,-0.595203079450001,0.28172742798894734,-0.025153971016640186,-0.10782742825011304,-0.07899751718152892,-0.08641149389845251,0.36764401117345324,-0.26078659924025693,-0.403126954829679,0.4231160829782624,0.23848673988851743,000230
15,Bukwang_Pharmaceutical,Healthcare,2020,Q4,0.016485295435521685,-9.479924827386167,-0.4748452782605439,0.01650199429962551,-0.1426647926078477,-0.2550501603093831,-0.8962880082715503,-0.1056490341246279,-0.23603011141745434,-0.3407612242492959,-0.19312211219701458,003000
15,Youngjin_Pharmaceutical,Healthcare,2020,Q4,0.22794224394349294,-4.380484202865812,0.10480708090192603,0.031029783972061686,0.011348213510343874,0.37362533851407054,-0.351671153078136,-0.18755498161432604,-0.2596071564613278,-0.1788264127916417,-0.29776639804660526,003520
15,SK_Chemicals,Healthcare,2020,Q4,-0.0047927722432381525,-1.1778442353819658,-0.06614479303209153,-0.007073255079756091,0.01820701270253766,0.5349841495544102,-0.7756302747787776,-0.38514051961829354,-0.4012450063660744,-0.6080592846982211,-0.23063110568383677,006120
15,GC_Biopharma,Healthcare,2020,Q4,0.013256163149230171,1.442192343448381,0.031732622799878984,0.007734591581168848,0.013112800471267949,0.38856402301797244,-0.44486498510611683,-0.19476730970223555,-0.5610630361763569,-0.33398770740114436,0.5675254954397587,006280
15,Ilyang_Pharmaceutical,Healthcare,2020,Q4,0.3539888734115816,0.9287126840226883,0.18073919911947267,0.012571612133073007,0.008394377837637856,0.13868495489561533,-0.85805409122729,-0.3996276520659783,-1.0877150502305732,-1.220882049127269,-0.4284782404445421,007570
15,Kwang_Dong_Pharmaceutical,Healthcare,2020,Q4,-0.009829771468710558,0.37191982539192814,-0.004748270831790524,-0.005810748460341797,0.04700656707418138,0.285682076102723,-0.22371008433171924,-0.07265729412586408,-0.39093394875421494,-0.2696177521215668,-0.213405418311128,009290
15,Daewoong_Pharmaceutical,Healthcare,2020,Q4,-0.029029225259213698,-0.2952258945170452,-0.0019080446230106407,-0.022523194957870585,-0.007882488435233759,-0.2695119163878903,-1.4622163959105707,-0.17730589155980647,-0.5189784594986961,-1.3757430620030746,0.27769011524639575,069620
15,Huvepharma,Healthcare,2020,Q4,-0.29187348481812236,23.06616041878443,0.11684238109861056,-0.14156118199289724,0.217734152794967,0.04767723472165533,0.007236364764713787,-0.2699846063289777,-0.48589997732254164,0.09741688279468541,-0.1758287762875113,079980
15,Hanmi_Pharmaceutical,Healthcare,2020,Q4,-0.16777872398754612,1.8308189919555513,0.08849244484385144,-0.03626203303420117,0.0016905136797495945,0.023296045833575307,-0.653954809725767,-0.30022437949802994,-1.463952551318025,-1.403073498564856,0.0977661064338195,128940
15,KOLMAR_Korea,Healthcare,2020,Q4,-0.27942071151702796,0.9362421582066265,-0.030736092027352724,-0.1489101987066932,0.025623011399328655,0.006958671847403841,-0.28112946228794566,-0.43448441794610804,-0.5255123305803009,-0.37074444185474675,-0.16842355220790092,161890
15,COSMAX,Healthcare,2020,Q4,0.3372835598578001,-0.5142007989653805,-0.04227170329216068,0.19060272264061484,0.0703873702053539,0.08702862006081855,-0.24072370716501856,-0.34159176475167063,-0.5863754843030842,-0.3368903706582329,-0.4067572005114981,192820
