,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,자본총계변화율,비유동자산변화율,Relative Return,주주 수변화율,1인평균급여변화율,전체 주식 수변화율,전체 주주 수변화율,Label,Code
21,Yuhan_Corporation,Healthcare,2019,Q2,-0.0029161451368397984,0.9653662449537377,0.31881083531265986,0.0019108378606543797,0.006941627621353197,0.11530193030160116,-0.056060183344395,0.03880268037860424,-0.024593674124489873,-0.02660390773625454,0.026310996372444082,000100
21,Ildong_Pharmaceutical,Healthcare,2019,Q2,-0.0025224600783222417,0.8536639387458103,0.04632718489444143,0.0006914995487629083,-0.0005343112364379898,-0.11037221640146783,-0.005652215309310593,-0.019207414508512377,0.006332884204976019,-0.00536242453451341,0.027530966707195258,000230
21,Bukwang_Pharmaceutical,Healthcare,2019,Q2,0.03386939604636474,-0.7281450485400882,-0.010496655715880099,0.18892053570465406,0.12913623565217225,-0.29487184896336216,0.055379222466334754,0.10530391081203183,0.12061031853567095,0.11949913522821654,-0.07805276056560125,003000
21,Youngjin_Pharmaceutical,Healthcare,2019,Q2,-0.304818044700468,-1.0459819846963687,-0.05993066781976086,-0.03048025961877565,-0.01441978859629267,0.058295474253877884,-0.006513265559206394,-0.028716110128469863,-0.031054072402802557,-0.02878191331482638,-0.23202555689133875,003520
21,SK_Chemicals,Healthcare,2019,Q2,0.023682176062811866,1.0879473102371937,0.1126860169982622,0.03518363714882344,0.2823069833754783,-0.038407222269727814,0.025875709308887385,0.09747360020168339,0.08151608470288918,0.021031532679923637,0.03729502578407546,006120
21,GC_Biopharma,Healthcare,2019,Q2,0.0012874629259694848,-60.58761537560694,-0.08091909585322354,0.0016048364273703042,-0.021013687596661335,0.012642396050882874,0.000991857654887407,-0.027042948015696844,-0.01057056723827654,-0.005249105030734835,-0.1559009894172903,006280
21,Ilyang_Pharmaceutical,Healthcare,2019,Q2,0.12270476903649363,0.36622052610795597,0.013097821464604364,0.006036133545888167,0.010816687435204697,-0.015561575068250698,0.015175378053007949,0.011854269715641297,0.02033582189412919,0.019605327541567297,-0.09987829239113308,007570
21,Kwang_Dong_Pharmaceutical,Healthcare,2019,Q2,-0.020624494693487483,-0.14882452320482842,0.001759191617249578,-0.03362733761839576,0.03528114419413608,-0.03969795228003149,-0.029413940268754324,-0.025737885402014493,-0.029901027106906453,-0.030445517624076546,0.08251928121681518,009290
21,Daewoong_Pharmaceutical,Healthcare,2019,Q2,-0.026809210254205462,-0.676518195016824,0.006319467349120589,-0.022849278398113126,-0.005806964386413593,-0.08143655131753819,0.00426873031074082,-0.03395240187349935,0.05176033103914346,-0.01966104698275606,-0.19244189500835499,069620
21,Huvepharma,Healthcare,2019,Q2,-0.006118057662783283,0.9955534704733413,0.06933614847658665,-0.001611858487916562,0.003619767143547392,0.01131260881684032,-0.1477899173263768,-0.27738642007027403,-0.8160507057281052,-0.6724489283446324,-0.07518723002883783,079980
21,Hanmi_Pharmaceutical,Healthcare,2019,Q2,-0.11086726663333946,-1.3198930105200852,-0.025660410570238712,-0.019652014547834273,-0.013370384684202818,-0.06390525350047492,-0.010783518670877568,-0.01287346961110103,0.10248576085975813,0.05618086973812675,-0.10489977646129968,128940
21,KOLMAR_Korea,Healthcare,2019,Q2,-0.0718018686513977,-0.17109264911141664,0.16529146634714464,-0.06269121830362767,-0.0072840771285702655,0.064988334426233,-0.030248955597156346,0.10378517508873886,0.044929204306642934,-0.0038935712286116697,-0.2492066867690324,161890
21,COSMAX,Healthcare,2019,Q2,-0.0841368271252041,-0.3760496261678139,-0.04030803931384641,-0.010735375660835489,-0.027677486102102744,0.09354289342925232,-0.029369361534107963,-0.03237663937488433,-0.0378559351261869,-0.03327609514056351,-0.28197554237099415,192820
