,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,실업률 변화율,1인평균급여 변화율,소비자물가지수 변화율,기말 소유주식 수 변화율,자기주식수 변화율,Label,Code
35,CJ대한통운,2016,Q1,산업재,0.0780513723270581,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.01766947210532885,000120
35,두산,2016,Q1,산업재,0.16268228354300862,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.1182472760576911,000150
35,SK하이닉스,2016,Q1,정보기술,-0.07879916666053198,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.24876142612831736,000660
35,LG상사,2016,Q1,산업재,0.07532258975174104,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.09240016577767951,001120
35,대한항공,2016,Q1,산업재,-0.016368119543064445,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.038559668537284805,003490
35,LG,2016,Q1,정보기술,0.005402126438243237,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.09291841151364286,003550
35,S&T중공업,2016,Q1,산업재,-0.2561027425845893,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.11468788997026425,003570
35,한솔테크닉스,2016,Q1,정보기술,0.10386480439965097,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.20771220901654622,004710
35,삼성전자,2016,Q1,정보기술,-0.017679399203446352,-0.024377483551294543,0.05660377358490565,0.0,-0.03306613361493349,0.0,-0.024377483551294543,0.16571017441977415,005930
35,LS,2016,Q1,산업재,0.0730959190561809,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.0594178923702119,006260
35,삼성SDI,2016,Q1,정보기술,0.09052292737625928,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.060029098997607486,006400
35,대덕전자,2016,Q1,정보기술,-0.09651896158373863,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.013435611939242587,008060
35,삼성전기,2016,Q1,정보기술,-0.0993868630074062,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.10466947210532883,009150
35,LS산전,2016,Q1,산업재,0.05913069842068881,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.15865008329183045,010120
35,LG이노텍,2016,Q1,정보기술,-0.043700186495597565,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.12340516692821714,011070
35,현대상선,2016,Q1,산업재,-0.31363993851912686,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.4646852423165565,011200
35,삼성에스디에스,2016,Q1,정보기술,0.05162001679427888,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.07856648295085093,018260
35,일진머티리얼즈,2016,Q1,정보기술,0.2699963456068626,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.07825357356313102,020150
35,한국단자,2016,Q1,산업재,-0.06174262071043478,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,-0.024377483551297985,-0.11560638996363667,025540
35,신도리코,2016,Q1,정보기술,-0.04616794882176696,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.03321001264586938,029530
35,LG디스플레이,2016,Q1,정보기술,-0.02260374518174348,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.1781595304821888,034220
35,SK,2016,Q1,정보기술,-0.0001983175853244451,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.047060257624400886,034730
35,한미반도체,2016,Q1,정보기술,0.13236126080022617,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.1682479590873317,042700
35,대우인터내셔널,2016,Q1,산업재,0.1484735606121953,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,-0.02437748355103353,-0.12234048035172608,047050
35,한국항공우주,2016,Q1,산업재,-0.022292892336223332,-0.024377483551302093,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,0.18112626222878564,047810
35,한전KPS,2016,Q1,산업재,0.15254960843014143,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.1052709072984652,051600
35,LG전자,2016,Q1,정보기술,-0.11220968236911849,0.0,0.05660377358490565,0.0,-0.03306613361493349,0.0,0.0,-0.09335283272738491,066570
35,현대글로비스,2016,Q1,산업재,-0.012823307087170877,0.0,0.05660377358490565,-0.024377483551261014,-0.03306613361493349,0.0,0.0,-0.15896171828104827,086280
