,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,실업률 변화율,1인평균급여 변화율,소비자물가지수 변화율,기말 소유주식 수 변화율,자기주식수 변화율,Label,Code
5,CJ대한통운,2023,Q3,산업재,-0.0018312838947458498,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.45385138144132386,000120
5,두산,2023,Q3,산업재,-0.2355025124873475,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.7618153709008032,000150
5,SK하이닉스,2023,Q3,정보기술,0.19518738408239644,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.12280654486687421,000660
5,LG상사,2023,Q3,산업재,-0.14747209053297525,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.19492066041087908,001120
5,대한항공,2023,Q3,산업재,-0.11089987595250758,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.06269085546436148,003490
5,LG,2023,Q3,정보기술,0.03902478990411453,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.025779461755282854,003550
5,S&T중공업,2023,Q3,산업재,0.4007626565506782,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.17628129866075112,003570
5,한솔테크닉스,2023,Q3,정보기술,0.006413112700537828,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.0867870625702989,004710
5,삼성전자,2023,Q3,정보기술,0.08806308701045537,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.07907967861134663,005930
5,LS,2023,Q3,산업재,-0.3065947912067449,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.2954907408760818,006260
5,삼성SDI,2023,Q3,정보기술,-0.28770043814046464,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.12927765950942557,006400
5,대덕전자,2023,Q3,정보기술,-0.014959936012567641,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.04686844106463875,008060
5,삼성전기,2023,Q3,정보기술,-0.06054771648406905,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.10836384571847801,009150
5,LS산전,2023,Q3,산업재,-0.3045992747501028,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.1289886933733804,010120
5,LG이노텍,2023,Q3,정보기술,-0.06411316144140572,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.22337108492058472,011070
5,현대상선,2023,Q3,산업재,-0.007463480129581125,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.14033108180328285,011200
5,삼성에스디에스,2023,Q3,정보기술,0.12041705171341337,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.01185493249169775,018260
5,일진머티리얼즈,2023,Q3,정보기술,-0.23038020457949288,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.12560749097490714,020150
5,한국단자,2023,Q3,산업재,0.26112799861195235,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.21019469644483962,025540
5,신도리코,2023,Q3,정보기술,0.02563904620318104,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.02830142590748541,029530
5,LG디스플레이,2023,Q3,정보기술,-0.014785660795847602,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.2226266835274046,034220
5,SK,2023,Q3,정보기술,0.07693036277428286,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.061618743903792364,034730
5,한미반도체,2023,Q3,정보기술,0.2881108767356645,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,0.6037712706747602,042700
5,대우인터내셔널,2023,Q3,산업재,-0.3189297291239039,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.0936546734822794,047050
5,한국항공우주,2023,Q3,산업재,-0.029950585891655654,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.0018145060863817286,047810
5,한전KPS,2023,Q3,산업재,0.04657287809756606,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.044531378325202944,051600
5,LG전자,2023,Q3,정보기술,0.03252759019836282,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.14275481060984133,066570
5,현대글로비스,2023,Q3,산업재,0.048617823940788854,0.0,0.03896103896103886,0.0,-0.028955398190522508,0.0,0.0,-0.019511142011394506,086280
