,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,실업률 변화율,1인평균급여 변화율,소비자물가지수 변화율,기말 소유주식 수 변화율,자기주식수 변화율,Label,Code
26,CJ대한통운,2018,Q2,산업재,-0.08753989778786372,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.11571023203286286,000120
26,두산,2018,Q2,산업재,-0.031583011954693416,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.2813772335036169,000150
26,SK하이닉스,2018,Q2,정보기술,-0.03550835541951301,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.017395274679003904,000660
26,LG상사,2018,Q2,산업재,-0.1822205925842355,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.22248022226883024,001120
26,대한항공,2018,Q2,산업재,-0.10501069971367774,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.12495020537271037,003490
26,LG,2018,Q2,정보기술,0.00598980207591944,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.009626283564119015,003550
26,S&T중공업,2018,Q2,산업재,0.011079778303015292,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.08716642462338153,003570
26,한솔테크닉스,2018,Q2,정보기술,-0.13571566747667213,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.21888481634703838,004710
26,삼성전자,2018,Q2,정보기술,-0.01484218290028759,0.022631028293783162,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.062292406532657496,005930
26,LS,2018,Q2,산업재,-0.1178274543580107,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.14615924572539346,006260
26,삼성SDI,2018,Q2,정보기술,0.16815212523828227,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.07010092574828349,006400
26,대덕전자,2018,Q2,정보기술,0.05515263194773247,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.12574523540668203,008060
26,삼성전기,2018,Q2,정보기술,0.1865616877829872,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.12990380305485644,009150
26,LS산전,2018,Q2,산업재,-0.05297483287324756,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.24531077979904248,010120
26,LG이노텍,2018,Q2,정보기술,0.19759594338246023,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.2258221704017952,011070
26,현대상선,2018,Q2,산업재,-0.16784359577912367,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.0778137709005156,011200
26,삼성에스디에스,2018,Q2,정보기술,0.11722591658386199,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.10468256411680334,018260
26,일진머티리얼즈,2018,Q2,정보기술,0.514239452711559,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.05595478280372942,020150
26,한국단자,2018,Q2,산업재,-0.002398730100561658,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.022631028297991795,-0.1721078513440587,025540
26,신도리코,2018,Q2,정보기술,-0.06183237339879774,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.03563502835129913,029530
26,LG디스플레이,2018,Q2,정보기술,0.0067287264125395485,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.09348758926415991,034220
26,SK,2018,Q2,정보기술,-0.06225254146602463,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.13480207929808474,034730
26,한미반도체,2018,Q2,정보기술,0.008487575040580356,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.00910126873595464,042700
26,대우인터내셔널,2018,Q2,산업재,-0.23668002238205516,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,0.1684108036867166,047050
26,한국항공우주,2018,Q2,산업재,-0.04013272579782187,0.022631028297926514,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.08890511711530323,047810
26,한전KPS,2018,Q2,산업재,-0.10144173065521384,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.1550786282296816,051600
26,LG전자,2018,Q2,정보기술,-0.12646469388621,0.0,0.009009009009008917,0.0,0.3971853095173552,0.0,0.0,-0.007433369414909005,066570
26,현대글로비스,2018,Q2,산업재,-0.1399970633697557,0.0,0.009009009009008917,0.022631028297960043,0.3971853095173552,0.0,0.0,-0.003821716985839413,086280
