접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230922000437,2023-09-22,00427483,대웅제약,대웅,-,-,10%이상주주,"6,041,085","7,000",52.14,0.06,2023,Q3
20231006000564,2023-10-06,00427483,대웅제약,대웅,-,-,10%이상주주,"6,049,989","8,904",52.22,0.08,2023,Q4
20231019000273,2023-10-19,00427483,대웅제약,대웅,-,-,10%이상주주,"6,058,200","8,211",52.29,0.07,2023,Q4
20240328001666,2024-03-28,00427483,대웅제약,전승호,등기임원,대표이사 사장,-,0,"-1,114",0,-0.01,2024,Q1
20240827000015,2024-08-27,00427483,대웅제약,국민연금공단,-,-,10%이상주주,"1,162,447","1,162,447",10.03,10.03,2024,Q3
20241008000555,2024-10-08,00427483,대웅제약,국민연금공단,-,-,10%이상주주,"1,216,961","54,514",10.50,0.47,2024,Q4
20250107000336,2025-01-07,00427483,대웅제약,국민연금공단,-,-,10%이상주주,"1,290,965","74,004",11.14,0.64,2025,Q1
20250402003488,2025-04-02,00427483,대웅제약,국민연금공단,-,-,10%이상주주,"1,266,413","-24,552",10.93,-0.21,2025,Q2
20250516000271,2025-05-16,00427483,대웅제약,윤재승,비등기임원,CVO,-,"9,708","9,708",0.08,0.08,2025,Q2
20250703000356,2025-07-03,00427483,대웅제약,국민연금공단,-,-,10%이상주주,"1,359,370","92,957",11.73,0.80,2025,Q3
20250818000230,2025-08-18,00427483,대웅제약,이건행,등기임원,감사,-,987,987,0.01,0.01,2025,Q3
