,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,이익잉여금 변화율,유동부채 변화율,비유동부채 변화율,당기순이익(손실) 변화율,국제유가 변화율,Label,Code
10,유한양행,2022,Q2,헬스케어,0.055315837352818226,-0.7752784303612399,0.010316175491482893,-0.12041528267870116,0.01884576191501597,-0.7839066223015452,0.13207484462760455,0.018610835921721084,000100
10,일동제약,2022,Q2,헬스케어,-0.24931722124724742,-0.8379373938132425,-0.010023660334367301,-0.2953504320849938,0.4812745403808578,-1.5403976925971108,0.13207484462760455,-0.22730846938527113,000230
10,동아쏘시오홀딩스,2022,Q2,헬스케어,0.09800961785699948,-1.3171255924305414,-0.015220679837598228,0.19817875205334712,-0.30809078629576414,-1.2897300559765428,0.13207484462760455,-0.04422912612361249,000640
10,부광약품,2022,Q2,헬스케어,-0.04615921172427973,-8.72154141158692,0.005281148484232556,-0.15573070027536373,-0.002875660638698485,-3.636067395838249,0.13207484462760455,-0.12129372322350558,003000
10,영진약품,2022,Q2,헬스케어,-0.16226462242994275,0.12937979025056334,-1.0157041138233083,-0.14234791837120486,0.2623020371109541,-0.02622444490347353,0.13207484462760455,-0.19216797519823928,003520
10,녹십자,2022,Q2,헬스케어,-0.004640842324293175,2.016274410578361,0.021747135252938365,0.003184955600087358,0.0007799413689522083,2.9897941263359136,0.13207484462760455,-0.21901211677481514,006280
10,일양약품,2022,Q2,헬스케어,0.06814209831938839,-0.5761603746359265,0.1039181637468618,0.0008213142442439203,-0.028667536251779646,-0.7118217925231718,0.13207484462760455,-0.19433139479695985,007570
10,서흥,2022,Q2,헬스케어,0.06490181462800876,-0.3305198754978691,0.025130901065968603,-0.277919571811181,0.2556902928061533,-0.324332702735717,0.13207484462760455,0.007213375163110887,008490
10,광동제약,2022,Q2,헬스케어,0.04427132528247556,0.0007602595664393252,0.011638069626423775,0.18926040584787684,0.023887166460882847,0.012180841930301556,0.13207484462760455,-0.07497466965076101,009290
10,대웅제약,2022,Q2,헬스케어,0.10015367822365204,0.14675485041868908,0.040507467707814104,-0.1253017136565281,0.3087823666498586,0.1838466041788649,0.13207484462760455,-0.10600496073427504,069620
10,한미약품,2022,Q2,헬스케어,0.10682624900382529,-0.6249111683883453,0.05272852639385772,-0.039504028504800726,-0.12599639519884454,-0.48350531552109266,0.13207484462760455,-0.13993765977515552,128940
10,동아에스티,2022,Q2,헬스케어,-0.045443421874404526,-0.3785845920570371,0.01642428127326978,-0.09094129590449918,0.0765932526660833,0.7465585673389172,0.13207484462760455,0.038819261367116956,170900
10,종근당,2022,Q2,헬스케어,0.0404391585526802,0.10276378120135399,0.08809765168916406,0.1021086191238425,-0.16236639786630436,0.4244531427324536,0.13207484462760455,-0.043965937339236594,185750
