,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,이익잉여금 변화율,유동부채 변화율,비유동부채 변화율,당기순이익(손실) 변화율,국제유가 변화율,Label,Code
4,유한양행,2023,Q4,헬스케어,0.09501216460727777,0.13339119871199245,0.008934289881062263,-0.02377254315513866,-0.08804873031760818,1.1958351714301148,-0.03388722209400741,-0.05938153517806958,000100
4,일동제약,2023,Q4,헬스케어,-0.18290683109768113,-1.4689917344373054,-0.1690850681510353,0.2538873952878127,-0.34756059061026334,-1.4947923299851809,-0.03388722209400741,-0.06595967810721542,000230
4,동아쏘시오홀딩스,2023,Q4,헬스케어,0.06673828483305849,-6.349401134283304,-0.07003817712350702,0.06545175022432859,0.016400818595343924,-5.5085440398174255,-0.03388722209400741,-0.09398115169705518,000640
4,부광약품,2023,Q4,헬스케어,-0.031270062069607765,0.00935873807828802,-0.03455993105107302,1.9388922077017048,-0.025118695444186767,-0.26580679491658343,-0.03388722209400741,0.02739847236300402,003000
4,영진약품,2023,Q4,헬스케어,-0.16696533678456976,0.5523632090927058,0.21333895705723815,0.05133022548855415,0.010640258511747325,0.3312276933852587,-0.03388722209400741,0.022138869449247443,003520
4,녹십자,2023,Q4,헬스케어,0.05349638702774506,-1.7137813210457833,0.008884118467125779,-0.04001247854516743,-0.038480444844997574,-1.4188171806601613,-0.03388722209400741,-0.09395144067091342,006280
4,일양약품,2023,Q4,헬스케어,-0.129648217565095,-3.3765058191444446,-0.249753044417925,-0.14973600087655303,0.1370516049740902,-3.1120597192667923,-0.03388722209400741,-0.05179431666068886,007570
4,서흥,2023,Q4,헬스케어,-0.34901971392386616,-1.9175549918691153,-0.003978132528984046,-0.07107997846535019,-0.7019894319655091,-2.1951301880232177,-0.03388722209400741,-0.0072312532263483715,008490
4,광동제약,2023,Q4,헬스케어,-0.09776234306129312,-0.49144329214982274,0.0006366939317234976,0.003234926302652985,0.032910251421986336,-0.8206922090447989,-0.03388722209400741,-0.06094678622268626,009290
4,대웅제약,2023,Q4,헬스케어,0.048743475475966636,0.011599457994778017,0.0702847801752089,0.01238780561272157,0.09982988020522088,1.152495600356298,-0.03388722209400741,-0.1442210789928504,069620
4,한미약품,2023,Q4,헬스케어,0.029600978467908226,1.349515225149244,0.06042852802118559,0.03034064418651794,-0.26998533955555004,-0.05139021052366921,-0.03388722209400741,-0.06703902988820826,128940
4,동아에스티,2023,Q4,헬스케어,0.24990245783200782,-1.7633340331208613,-0.09313933309368416,0.21266706286580628,-0.2335498270367573,-1.7082679966008865,-0.03388722209400741,-0.16437181620274033,170900
4,종근당,2023,Q4,헬스케어,-0.11728085040185014,1.1033134046764705,0.177212232631756,0.0502367071290577,0.48899806634363086,1.0369179289560186,-0.03388722209400741,-0.07600579313281458,185750
