year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,6400,삼성SDI,정보기술,2021-01-03,매우 긍정,"삼성SDI가 현대자동차의 전기차 전용 플랫폼에 대한 배터리 공급사 최종 후보에 선정되었고, 지난해 4분기 기준 사상 최대 실적을 기록하며 분기 첫 흑자를 기록할 것이라는 전망이 있어 긍정적인 논조로 판단됨.",2.0
2021,Q1,1,2,6400,삼성SDI,정보기술,,,,
2021,Q1,1,3,6400,삼성SDI,정보기술,,,,
2021,Q1,1,4,6400,삼성SDI,정보기술,2021-01-26,매우 긍정,"삼성SDI의 실적이 전년 대비 크게 증가할 것으로 예상되며, 전기차 시장의 성장과 함께 배터리 수요 증가로 인해 긍정적인 전망이 제시되고 있다. 또한, 증권사들이 목표 주가를 상향 조정하고 있어 주가 상승에 대한 기대감이 높다.",2.0
2021,Q1,2,1,6400,삼성SDI,정보기술,2021-02-05,중립,"뉴스 내용은 삼성SDI가 아닌 삼성SDS에 대한 투자 의견을 다루고 있으며, 삼성SDI와 직접적인 관련이 없습니다.",0.0
2021,Q1,2,2,6400,삼성SDI,정보기술,,,,
2021,Q1,2,3,6400,삼성SDI,정보기술,,,,
2021,Q1,2,4,6400,삼성SDI,정보기술,2021-02-23,중립,"뉴스는 삼성전자와 차량용 반도체 시장에 대한 내용으로, 삼성SDI와는 직접적인 관련이 없습니다.",0.0
2021,Q1,3,1,6400,삼성SDI,정보기술,,,,
2021,Q1,3,2,6400,삼성SDI,정보기술,2021-03-11,매우 긍정,"삼성SDI가 유럽 전기차 시장에서 매출이 증가하고 있으며, 헝가리 법인에서 첫 흑자를 기록하고 대규모 투자를 결정하는 등 긍정적인 실적과 성장 전망이 언급됨.",2.0
2021,Q1,3,3,6400,삼성SDI,정보기술,2021-03-15,긍정,"삼성SDI와 에코프로의 합작법인 에코프로 2L이 2차전지 양극재 공장을 신설하고, 생산품을 삼성SDI에 전량 공급할 예정이라는 소식은 삼성SDI의 생산 능력 및 경쟁력 강화에 긍정적인 영향을 미칠 것으로 판단됨.",1.0
2021,Q1,3,4,6400,삼성SDI,정보기술,2021-03-23,긍정,"삼성SDI가 미국 공장 설립을 검토 중이며, 이는 현지 고객사 확보 및 생산능력 증대에 긍정적인 영향을 미칠 것으로 보임. 또한, 독일 폭스바겐의 각형 배터리 비중 확대는 삼성SDI에 유리한 상황으로 판단됨.",1.0
2021,Q2,4,1,6400,삼성SDI,정보기술,2021-04-06,매우 긍정,"골드만삭스가 삼성SDI를 전기차 관련 최고의 주식으로 추천하고, 배터리 수요 증가와 영업이익률 전망치를 상향 조정한 점, 미국 내 배터리 공장 투자 가능성, 각형 배터리의 경쟁 우위, 헝가리 공장 증설 계획 등 긍정적인 요소가 다수 언급됨.",2.0
2021,Q2,4,2,6400,삼성SDI,정보기술,2021-04-14,매우 긍정,"삼성SDI가 리비안과 현대차에 배터리를 공급하기로 하면서 시장에서 긍정적인 평가를 받고 있으며, 증권업계에서도 고성장을 예상하고 있어 주가 상승이 기대됨.",2.0
2021,Q2,4,3,6400,삼성SDI,정보기술,,,,
2021,Q2,4,4,6400,삼성SDI,정보기술,2021-04-27,매우 긍정,"삼성SDI는 전년 동기 대비 매출과 영업이익이 크게 증가했으며, 자동차 배터리 사업의 흑자 전환 목표를 달성할 자신감을 보이고 있습니다. 또한, 미국 전기차 스타트업과의 사업 추진과 폭스바겐의 배터리 채용 선언 등으로 실적 개선에 대한 기대감이 높아지고 있습니다.",2.0
2021,Q2,5,1,6400,삼성SDI,정보기술,2021-05-05,중립,"뉴스는 이재용 삼성전자 부회장의 사면에 대한 내용으로, 삼성SDI와 직접적인 관련이 없습니다.",0.0
2021,Q2,5,2,6400,삼성SDI,정보기술,,,,
2021,Q2,5,3,6400,삼성SDI,정보기술,,,,
2021,Q2,5,4,6400,삼성SDI,정보기술,2021-05-28,중립,"뉴스 내용은 바나듐 배터리와 관련된 정보로, 삼성SDI와 직접적인 관련이 없으며, 삼성SDI의 주가에 영향을 미칠 만한 정보가 포함되어 있지 않음.",0.0
2021,Q2,6,1,6400,삼성SDI,정보기술,,,,
2021,Q2,6,2,6400,삼성SDI,정보기술,2021-06-14,매우 긍정,"삼성SDI가 미국 내 배터리 셀 공장 설립을 가시화하고 있으며, 이는 전기차 배터리 수요 증가와 세제 혜택을 받기 위한 필수적인 조치로 분석됨. 또한, 중국과 일본 업체들이 미국 시장에서 주춤하는 상황에서 삼성SDI가 시장 점유율을 확대할 기회를 잡을 수 있을 것으로 기대됨.",2.0
2021,Q2,6,3,6400,삼성SDI,정보기술,2021-06-15,긍정,"삼성SDI가 미국 공장 설립을 검토 중이며, 투자 결정이 임박했다는 기대감이 높아지고 있다. 이는 미국 정부의 바이 아메리카 정책과 관련이 있으며, 폭스바겐과의 합작 가능성도 언급되고 있다. 이러한 소식은 삼성SDI의 시장 확장과 실적 개선에 긍정적인 영향을 미칠 것으로 보인다.",1.0
2021,Q2,6,4,6400,삼성SDI,정보기술,2021-06-30,중립,뉴스 요약본에서 삼성SDI와 관련된 구체적인 정보나 논조가 나타나지 않았습니다. 따라서 삼성SDI의 주가에 미치는 영향이 없다고 판단됩니다.,0.0
2021,Q3,7,1,6400,삼성SDI,정보기술,2021-07-07,매우 긍정,"삼성SDI가 미국 완성차 업체 스텔란티스와 합작사 설립을 협의 중이며, 주요 파트너가 될 가능성이 높다는 보도가 나왔다. 또한, 삼성SDI의 2분기 실적이 매출과 영업이익 모두 큰 폭으로 증가할 것으로 예상되어 긍정적인 전망이 제시되었다.",2.0
2021,Q3,7,2,6400,삼성SDI,정보기술,2021-07-08,긍정,"삼성SDI를 포함한 배터리 업체들이 국내에 대규모 투자를 계획하고 있으며, 차세대 배터리 기술 개발에 집중하고 있다는 내용이 긍정적으로 작용할 수 있음.",1.0
2021,Q3,7,3,6400,삼성SDI,정보기술,,,,
2021,Q3,7,4,6400,삼성SDI,정보기술,2021-07-27,매우 긍정,"삼성SDI의 2분기 영업이익이 전기차 배터리 부문의 흑자 전환에 힘입어 전년 대비 180% 이상 급증했으며, 하반기에도 매출 확대와 수익성 개선이 지속될 것으로 전망됨. 또한, 신규 배터리 생산이 본격적으로 시작되어 고객사와 공급량 증가에 대한 자신감을 표명함.",2.0
2021,Q3,8,1,6400,삼성SDI,정보기술,2021-08-03,중립,"뉴스는 이재용 삼성전자 부회장의 가석방 가능성에 대한 내용으로, 삼성SDI와 직접적인 관련이 없습니다.",0.0
2021,Q3,8,2,6400,삼성SDI,정보기술,2021-08-13,중립,"뉴스는 이재용 삼성전자 부회장의 가석방과 관련된 내용으로, 삼성SDI와 직접적인 관련이 없어 주가에 미치는 영향이 없다고 판단됨.",0.0
2021,Q3,8,3,6400,삼성SDI,정보기술,2021-08-20,중립,"뉴스 요약본은 삼성SDI와 직접적인 관련이 없으며, 주식 시장 전반에 대한 일반적인 투자 전략에 대한 내용으로 보입니다.",0.0
2021,Q3,8,4,6400,삼성SDI,정보기술,2021-08-31,매우 긍정,"삼성SDI의 시가총액이 상승하며 LG화학을 역전했고, 미국 공장 증설이 긍정적인 모멘텀으로 작용하고 있다는 점이 강조됨. 또한, 영업이익이 크게 증가할 것이라는 증권사의 긍정적인 전망이 있음.",2.0
2021,Q3,9,1,6400,삼성SDI,정보기술,2021-09-01,긍정,"삼성SDI가 UBS로부터 호실적을 보일 그린 기술주로 추천받았으며, 미국의 대규모 친환경 부양책으로 수혜를 볼 것이라는 긍정적인 평가가 나왔다. 또한, 목표 주가가 상향 조정되었다는 점에서 긍정적인 논조로 판단된다.",1.0
2021,Q3,9,2,6400,삼성SDI,정보기술,2021-09-10,중립,"뉴스는 에코프로 BM과 SK 이노베이션 간의 대규모 계약에 관한 내용으로, 삼성SDI와 직접적인 관련이 없다.",0.0
2021,Q3,9,3,6400,삼성SDI,정보기술,2021-09-17,긍정,"삼성SDI가 배터리 부문 분할을 검토하지 않는다고 부인하면서, 투자자들의 우려를 해소하고 주가 반등 가능성을 높였다는 점에서 긍정적인 논조로 판단됨.",1.0
2021,Q3,9,4,6400,삼성SDI,정보기술,2021-09-27,중립,"뉴스 내용은 동진쎄미켐에 대한 분석과 주가 전망에 대한 내용으로, 삼성SDI와 직접적인 관련이 없습니다.",0.0
2021,Q4,10,1,6400,삼성SDI,정보기술,2021-10-04,긍정,"삼성SDI의 목표주가가 상향 조정되었고, 원형 전지의 호황 기조가 내년까지 이어질 가능성이 높다는 긍정적인 전망이 제시되었으며, 3분기 최대 실적을 기록할 것이라는 기대감이 언급됨.",1.0
2021,Q4,10,2,6400,삼성SDI,정보기술,2021-10-12,긍정,"삼성SDI의 3분기 실적에 대한 기대감이 높아지고 있으며, 경쟁사 대비 좋은 실적을 달성할 것이라는 증권사의 긍정적인 평가가 이어지고 있다. 또한, 목표 주가가 상향 조정되었고, 미국 진출 소식이 주가 상승의 트리거가 될 수 있다는 전망이 제시되었다.",1.0
2021,Q4,10,3,6400,삼성SDI,정보기술,2021-10-20,부정,"삼성SDI는 보수적인 투자 기조를 유지하고 있으며, 경쟁사들이 공격적인 투자를 통해 시장 점유율을 확대하는 상황에서 상대적으로 뒤처질 가능성이 있어 부정적인 논조로 판단됨.",-1.0
2021,Q4,10,4,6400,삼성SDI,정보기술,2021-10-27,중립,"뉴스 내용은 삼성SDI와 직접적인 관련이 없으며, 다른 기업들의 실적 및 전망에 대한 내용이 주를 이루고 있습니다.",0.0
2021,Q4,11,1,6400,삼성SDI,정보기술,2021-11-03,긍정,"삼성SDI가 배터리 사업에서 흑자 기조를 유지하고 있으며, 전기차 부품 수요 증가로 인해 긍정적인 실적을 기록하고 있다는 내용이 포함되어 있어 긍정적인 논조로 판단됨.",1.0
2021,Q4,11,2,6400,삼성SDI,정보기술,2021-11-12,긍정,"삼성SDI가 외국인 투자자들의 지속적인 매수세를 받고 있으며, 실적이 계속해서 좋아지는 추세라는 긍정적인 전망이 제시됨. 또한, 원형 배터리 공급과 관련된 긍정적인 소식이 포함되어 있음.",1.0
2021,Q4,11,3,6400,삼성SDI,정보기술,2021-11-15,중립,"뉴스는 삼성전자의 이재용 부회장의 미국 출장과 관련된 내용으로, 삼성SDI와 직접적인 관련이 없습니다. 따라서 삼성SDI의 주가에 미치는 영향은 중립으로 판단됩니다.",0.0
2021,Q4,11,4,6400,삼성SDI,정보기술,2021-11-24,긍정,"삼성SDI가 주요 대학들과 협약을 맺고 배터리 인재 양성에 나서며, 맞춤형 인재 확보를 통해 경쟁력을 강화하려는 전략을 추진하고 있어 긍정적인 논조로 판단됨.",1.0
2021,Q4,12,1,6400,삼성SDI,정보기술,,,,
2021,Q4,12,2,6400,삼성SDI,정보기술,2021-12-13,긍정,삼성SDI의 신임 CEO가 기술 격차 확대와 차세대 배터리 개발을 강조하며 성장 기회를 포착하겠다는 의지를 표명함. 이는 기술 경쟁력 강화와 질적 성장을 목표로 하여 긍정적인 논조로 판단됨.,1.0
2021,Q4,12,3,6400,삼성SDI,정보기술,2021-12-16,긍정,"삼성SDI의 4분기 실적 추정치가 다소 낮아졌으나, 내년 실적 개선 기대감이 크고, 헝가리 공장에서의 배터리 생산 시작 및 스텔란티스 물량 확보 등 긍정적인 요소가 많아 주가 상승 가능성이 높다고 판단됨.",1.0
2021,Q4,12,4,6400,삼성SDI,정보기술,2021-12-29,긍정,"삼성SDI가 미국에 14개의 생산기지를 건설 중이며, 그 중 9개가 한국 기업에 의해 건설되고 있어 긍정적인 성장 전망이 제시됨. 또한, 2차전지 시장의 펀더멘털이 강하고, 1월부터 강세를 보일 가능성이 높다는 분석이 있음.",1.0
2022,Q1,1,1,6400,삼성SDI,정보기술,2022-01-01,긍정,"삼성SDI가 다국적 자동차 업체 스텔란티스와 업무협약을 맺고 미국 내 설비투자를 계획하고 있다는 내용이 포함되어 있어, 이는 기업의 성장 가능성과 시장 확장을 기대할 수 있는 긍정적인 소식으로 판단됨.",1.0
2022,Q1,1,2,6400,삼성SDI,정보기술,2022-01-13,중립,"뉴스 내용은 주로 다른 종목과 장비 관련 시장에 대한 논의로, 삼성SDI와 직접적인 관련이 없으며, 삼성SDI의 주가에 영향을 미칠 만한 구체적인 정보가 포함되어 있지 않음.",0.0
2022,Q1,1,3,6400,삼성SDI,정보기술,2022-01-20,긍정,"뉴스에서는 삼성SDI가 배터리 시장 확대에 따라 중장기적으로 성장할 것으로 전망되며, 전기차용 배터리 수요 증가와 실적 개선이 예상된다고 언급되어 긍정적인 논조로 판단됨.",1.0
2022,Q1,1,4,6400,삼성SDI,정보기술,2022-01-27,긍정,"삼성SDI가 기술력 면에서 경쟁사와 동등한 수준으로 평가받고 있으며, 외국인과 기관 투자자들이 삼성SDI를 포트폴리오에 포함시키고 있는 긍정적인 수급 상황이 언급됨. 또한, 미국 시장 진출과 관련된 기대감이 존재하여 긍정적인 논조로 판단됨.",1.0
2022,Q1,2,1,6400,삼성SDI,정보기술,,,,
2022,Q1,2,2,6400,삼성SDI,정보기술,2022-02-08,부정,"삼성SDI는 글로벌 EV 배터리 시장 점유율에서 경쟁사들에 비해 뒤처지고 있으며, 시장 점유율이 감소하고 있다. 또한, 미국 내 공장 건설 계약이 아직 체결되지 않았고, 최근 배터리 결함으로 인한 리콜을 진행했다는 점에서 부정적인 논조로 판단됨.",-1.0
2022,Q1,2,3,6400,삼성SDI,정보기술,2022-02-16,긍정,"삼성SDI의 실적 개선이 빠르게 진행되고 있으며, 자동차용 배터리 매출 비중이 증가하고 있다는 긍정적인 평가가 있습니다. 또한, 주가가 역사적으로 저평가된 상태라는 분석이 있어 긍정적인 논조로 판단됩니다.",1.0
2022,Q1,2,4,6400,삼성SDI,정보기술,,,,
2022,Q1,3,1,6400,삼성SDI,정보기술,,,,
2022,Q1,3,2,6400,삼성SDI,정보기술,,,,
2022,Q1,3,3,6400,삼성SDI,정보기술,2022-03-17,긍정,"삼성SDI가 전고체 배터리 개발 로드맵을 공개하며 기술 혁신을 예고하고, 젠 파이브 배터리가 BMW 차량에 탑재되었다는 점에서 긍정적인 논조로 판단됨.",1.0
2022,Q1,3,4,6400,삼성SDI,정보기술,2022-03-23,중립,"뉴스 내용은 삼성SDI가 아닌 삼성SDS에 대한 것으로, 삼성SDI와 직접적인 관련이 없어 주가에 미치는 영향이 없다고 판단됨.",0.0
2022,Q2,4,1,6400,삼성SDI,정보기술,2022-04-05,중립,"뉴스 내용은 삼성SDI와 직접적인 관련이 없으며, 주로 코스피 시장 전반과 다른 기업들의 동향에 대한 내용입니다.",0.0
2022,Q2,4,2,6400,삼성SDI,정보기술,2022-04-14,긍정,"삼성SDI의 실적이 다른 경쟁사들에 비해 우수할 것으로 예상되며, 전년 동기 대비 영업이익이 크게 증가할 것으로 전망됨. 이는 긍정적인 실적 발표에 대한 기대감을 반영함.",1.0
2022,Q2,4,3,6400,삼성SDI,정보기술,2022-04-18,부정,"삼성SDI가 하도급 업체의 설계도를 중국 협력업체에 넘겨 공정거래위원회로부터 과징금을 부과받았다는 내용으로, 이는 기업의 법적 리스크와 관련된 부정적인 소식으로 판단됨.",-1.0
2022,Q2,4,4,6400,삼성SDI,정보기술,2022-04-28,매우 긍정,"삼성SDI가 1분기 호실적을 기록하며 매출과 영업이익이 크게 증가했고, 원가 상승에도 불구하고 수익성 개선에 성공했다는 점이 긍정적으로 평가됨. 또한, 설비투자 확대와 생산능력 증대 계획이 주가 상승 요인으로 작용할 가능성이 큼.",2.0
2022,Q2,5,1,6400,삼성SDI,정보기술,2022-05-03,부정,"삼성SDI가 관련된 에너지저장장치(ESS) 화재 사고의 원인이 배터리 결함으로 결론 났으며, 삼성SDI는 조사 결과에 불복하고 있습니다. 이는 기업의 이미지와 신뢰도에 부정적인 영향을 미칠 수 있습니다.",-1.0
2022,Q2,5,2,6400,삼성SDI,정보기술,2022-05-09,긍정,삼성SDI의 전자재료 사업이 1분기 실적에서 높은 이익률을 기록하며 주력 사업의 불확실성 속에서 버팀목 역할을 하고 있다는 긍정적인 내용이 포함되어 있음.,1.0
2022,Q2,5,3,6400,삼성SDI,정보기술,,,,
2022,Q2,5,4,6400,삼성SDI,정보기술,2022-05-24,긍정,삼성SDI가 미국 완성차업체 스텔란티스와 합작하여 전기차 배터리 공장을 설립하기로 했다는 소식은 미국 시장에서의 입지 강화와 매출 증대 가능성을 시사하며 긍정적인 영향을 미칠 것으로 판단됨.,1.0
