,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,주식 수 감소 변화율,실업률 변화율,소비자물가지수 변화율,자기주식수 변화율,Label,Code
34,현대중공업,2016,Q2,중공업,0.30707160652611776,0.0,-0.08606485539000996,0.00847144642647657,-0.044642857142857095,-0.027027232119385514,0.0,0.05501709048547251,009540
34,삼성중공업,2016,Q2,중공업,-0.05073426959654201,0.0,-0.08606485539000996,0.0,-0.044642857142857095,-0.027027232119385514,0.0,0.12193879833170787,010140
34,현대미포조선,2016,Q2,중공업,0.12352861010544332,0.0,-0.08606485539000996,0.0,-0.044642857142857095,-0.027027232119385514,0.0,-0.20250429185804758,010620
34,한화테크윈,2016,Q2,중공업,0.22504868852247512,0.0,-0.08606485539000996,0.0,-0.044642857142857095,-0.027027232119385514,0.008471446426466356,-0.1312677818950058,012450
34,현대엘리베이,2016,Q2,중공업,0.016276732456174878,0.0,-0.08606485539000996,0.0,-0.044642857142857095,-0.027027232119385514,0.008471446426481899,-0.009155151601217167,017800
34,두산중공업,2016,Q2,중공업,0.1378535400344948,0.00847144642648412,-0.08606485539000996,0.008471446426484341,-0.044642857142857095,-0.027027232119385514,0.008471446426484341,0.010496060985617686,034020
34,대우조선해양,2016,Q2,중공업,-0.13829224591521272,0.0,-0.08606485539000996,0.0,-0.044642857142857095,-0.027027232119385514,0.008471442446604138,0.0,042660
34,두산인프라코어,2016,Q2,중공업,0.25712058863751125,0.0,-0.08606485539000996,0.008471446426383533,-0.044642857142857095,-0.027027232119385514,0.008471446426383533,0.00431737201593998,042670
34,현대로템,2016,Q2,중공업,0.3009329451592211,0.0,-0.08606485539000996,0.0,-0.044642857142857095,-0.027027232119385514,0.0,-0.13135165542036203,064350
34,두산엔진,2016,Q2,중공업,0.22535239893459713,0.0,-0.08606485539000996,0.008471446426475238,-0.044642857142857095,-0.027027232119385514,0.008471446426475238,-0.19157843471200448,082740
34,한진중공업,2016,Q2,중공업,0.16926032076743514,0.008471446426485452,-0.08606485539000996,0.00847144642648523,-0.044642857142857095,-0.027027232119385514,0.00847144642648523,-0.1230983132457033,097230
