,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,주식 수 감소 변화율,실업률 변화율,소비자물가지수 변화율,자기주식수 변화율,Label,Code
14,현대중공업,2021,Q2,중공업,-0.19266093166180845,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.0,-0.08660154314433355,009540
14,삼성중공업,2021,Q2,중공업,0.0747392888799497,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.0,0.056452057940304744,010140
14,현대미포조선,2021,Q2,중공업,-0.11281805848560195,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.0,0.03603568655474404,010620
14,한화테크윈,2021,Q2,중공업,0.19907837896605596,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.0,-0.13958243873285217,012450
14,현대엘리베이,2021,Q2,중공업,0.03388645071062363,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.06502616414997608,-0.018128181304509196,017800
14,두산중공업,2021,Q2,중공업,0.7244685390492225,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.0,0.2675322971535299,034020
14,대우조선해양,2021,Q2,중공업,-0.15944310887287957,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.0,-0.08847418608507654,042660
14,두산인프라코어,2021,Q2,중공업,0.4699380857375547,0.0,0.11734330484330613,0.06502616414930817,-0.11023622047244086,0.7421096287815034,0.0,-0.3116409103990613,042670
14,현대로템,2021,Q2,중공업,0.22285094385006707,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.0,-0.07015496451288097,064350
14,두산엔진,2021,Q2,중공업,-0.22223448239058458,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.0,0.07574179950245123,082740
14,한진중공업,2021,Q2,중공업,-0.012660931661808445,0.0,0.11734330484330613,0.0,-0.11023622047244086,0.7421096287815034,0.0,0.1921028500053314,097230
