,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,주식 수 감소 변화율,실업률 변화율,소비자물가지수 변화율,자기주식수 변화율,Label,Code
20,현대중공업,2019,Q4,중공업,-0.1571627311565927,0.0,0.191387559808615,0.0,-0.05357142857142849,5.380260221408914,0.0,-0.09312276899184964,009540
20,삼성중공업,2019,Q4,중공업,-0.291525323445354,0.04409001760585851,0.191387559808615,0.0,-0.05357142857142849,5.380260221408914,0.0,0.029150752017224196,010140
20,현대미포조선,2019,Q4,중공업,-0.21085323187779612,0.02299095567760001,0.191387559808615,0.0,-0.05357142857142849,5.380260221408914,0.0,0.015781696221026792,010620
20,한화테크윈,2019,Q4,중공업,-0.3082987403588092,0.5856612568262887,0.191387559808615,0.0,-0.05357142857142849,5.380260221408914,-0.02439038051463116,0.11959121594945432,012450
20,현대엘리베이,2019,Q4,중공업,-0.1495381476043766,0.013277006063531216,0.191387559808615,0.0,-0.05357142857142849,5.380260221408914,-0.024390380514753063,0.12534774252455733,017800
20,두산중공업,2019,Q4,중공업,-0.200533799474666,0.7645882841983533,0.191387559808615,0.0,-0.05357142857142849,5.380260221408914,0.0,-0.015470668086628267,034020
20,대우조선해양,2019,Q4,중공업,-0.36940018108676353,-0.05476493859426179,0.191387559808615,0.0,-0.05357142857142849,5.380260221408914,0.0,0.17257984387283298,042660
20,두산인프라코어,2019,Q4,중공업,-0.2919342603118671,-0.046499735980568224,0.191387559808615,-0.024390380514510035,-0.05357142857142849,5.380260221408914,0.0,0.4928332976780979,042670
20,현대로템,2019,Q4,중공업,-0.16266997753340431,0.0,0.191387559808615,0.0,-0.05357142857142849,5.380260221408914,0.0,0.5236218873136451,064350
20,두산엔진,2019,Q4,중공업,-0.31651613137955814,0.04575117122198091,0.191387559808615,0.0,-0.05357142857142849,5.380260221408914,0.0,0.2631350433569826,082740
20,한진중공업,2019,Q4,중공업,0.010169528639435182,0.2828704418704491,0.191387559808615,0.28570513302817013,-0.05357142857142849,5.380260221408914,-0.8,0.3110660471802244,097230
