,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,주식 수 감소 변화율,실업률 변화율,소비자물가지수 변화율,자기주식수 변화율,Label,Code
6,현대중공업,2023,Q2,중공업,0.33762832626216044,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,-0.14798587932518886,009540
6,삼성중공업,2023,Q2,중공업,0.6250824887860814,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,-0.1751641931331243,010140
6,현대미포조선,2023,Q2,중공업,0.30588950679142124,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,-0.20173531899048228,010620
6,한화테크윈,2023,Q2,중공업,0.022853351384607694,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,0.14499271349019355,012450
6,현대엘리베이,2023,Q2,중공업,0.04326490767553322,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,0.10904720232753652,017800
6,두산중공업,2023,Q2,중공업,0.06083898291324592,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,-0.13384837615606848,034020
6,대우조선해양,2023,Q2,중공업,0.8065046292814526,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,-0.4006493987832226,042660
6,두산인프라코어,2023,Q2,중공업,0.06160493444929492,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,-0.29101872460617517,042670
6,현대로템,2023,Q2,중공업,-0.13005328912382225,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,-0.12349491727482162,064350
6,두산엔진,2023,Q2,중공업,0.3890620103454509,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,-0.24622421192818306,082740
6,한진중공업,2023,Q2,중공업,0.04927596136254106,0.0,0.0022310602386272915,0.0,-0.04938271604938271,-0.3075171004307199,0.0,-0.06081120600176866,097230
