,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,주식 수 감소 변화율,실업률 변화율,소비자물가지수 변화율,자기주식수 변화율,Label,Code
31,현대중공업,2017,Q1,중공업,0.0,0.0,0.13548951048950886,0.0574870262153373,0.0277777777777779,0.5158067335463936,0.0,-0.022818533710330408,009540
31,삼성중공업,2017,Q1,중공업,-0.020719367251949956,0.0,0.13548951048950886,0.0,0.0277777777777779,0.5158067335463936,0.0,-0.053459846842630915,010140
31,현대미포조선,2017,Q1,중공업,0.026317107804752056,0.0,0.13548951048950886,0.0,0.0277777777777779,0.5158067335463936,0.0,0.09950869188762608,010620
31,한화테크윈,2017,Q1,중공업,0.042915958867101346,0.0,0.13548951048950886,0.0,0.0277777777777779,0.5158067335463936,0.0574870262152678,-0.2684405808370041,012450
31,현대엘리베이,2017,Q1,중공업,-0.03047814222934357,0.0,0.13548951048950886,0.0,0.0277777777777779,0.5158067335463936,0.05748702621537305,-0.23448728770631377,017800
31,두산중공업,2017,Q1,중공업,-0.032246604275862845,0.057487026214163794,0.13548951048950886,0.0,0.0277777777777779,0.5158067335463936,0.057487026214163794,-0.2578520606673034,034020
31,대우조선해양,2017,Q1,중공업,0.0,0.0,0.13548951048950886,0.0,0.0277777777777779,0.5158067335463936,0.05748701937450784,0.0,042660
31,두산인프라코어,2017,Q1,중공업,-0.05394518758055367,0.0,0.13548951048950886,0.057487026214727566,0.0277777777777779,0.5158067335463936,0.0,-0.11239710964220126,042670
31,현대로템,2017,Q1,중공업,0.019221061027493984,0.0,0.13548951048950886,0.0,0.0277777777777779,0.5158067335463936,0.0,-0.15882906004624808,064350
31,두산엔진,2017,Q1,중공업,0.10010000691024792,0.0,0.13548951048950886,0.05748702621532309,0.0277777777777779,0.5158067335463936,0.05748702621532309,0.0024219262425977522,082740
31,한진중공업,2017,Q1,중공업,-0.03522811246341301,0.057487026215196746,0.13548951048950886,0.057487026215196746,0.0277777777777779,0.5158067335463936,0.0,0.12428388375794037,097230
