,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,주식 수 감소 변화율,실업률 변화율,소비자물가지수 변화율,자기주식수 변화율,Label,Code
28,현대중공업,2017,Q4,중공업,-0.01841720279183428,-0.3494462391071036,0.094065934065934,0.14700689258112876,-0.0267857142857143,-0.3500195788744318,-0.9943012423262194,-0.039651490183877015,009540
28,삼성중공업,2017,Q4,중공업,-0.19236031889095792,0.09434301279336021,0.094065934065934,0.0,-0.0267857142857143,-0.3500195788744318,0.0,-0.024362785350564787,010140
28,현대미포조선,2017,Q4,중공업,0.08969641466375573,0.0,0.094065934065934,0.0,-0.0267857142857143,-0.3500195788744318,0.0,-0.004316584655314457,010620
28,한화테크윈,2017,Q4,중공업,-0.1466206625717485,-0.010027328307977701,0.094065934065934,0.0,-0.0267857142857143,-0.3500195788744318,-0.08093468978727447,-0.03228483745982873,012450
28,현대엘리베이,2017,Q4,중공업,0.48308545217253007,-0.004382280402837613,0.094065934065934,0.0,-0.0267857142857143,-0.3500195788744318,-0.0809346897873876,0.44992560097887235,017800
28,두산중공업,2017,Q4,중공업,-0.02916919858377489,-0.0809346897858918,0.094065934065934,0.0,-0.0267857142857143,-0.3500195788744318,-0.08093468978589191,0.28054758102498945,034020
28,대우조선해양,2017,Q4,중공업,0.5218048294602841,2529135.7096549245,0.094065934065934,0.0,-0.0267857142857143,-0.3500195788744318,0.16332274578544603,-0.050739980405324146,042660
28,두산인프라코어,2017,Q4,중공업,0.11213411646875471,-0.044401770616705805,0.094065934065934,-0.08093468978657503,-0.0267857142857143,-0.3500195788744318,0.0,0.13536130743664754,042670
28,현대로템,2017,Q4,중공업,-0.13730040271222183,-0.0040362653146867045,0.094065934065934,0.0,-0.0267857142857143,-0.3500195788744318,0.0,1.5299712638731477,064350
28,두산엔진,2017,Q4,중공업,0.42904084447046403,-0.06325118823273324,0.094065934065934,-0.08093468978731744,-0.0267857142857143,-0.3500195788744318,-0.08093468978731744,0.1799848868986158,082740
28,한진중공업,2017,Q4,중공업,-0.0989151147605041,-0.0809346897871791,0.094065934065934,-0.0809346897871791,-0.0267857142857143,-0.3500195788744318,0.0,0.13715988105591903,097230
