,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,주식 수 감소 변화율,실업률 변화율,소비자물가지수 변화율,자기주식수 변화율,Label,Code
4,현대중공업,2023,Q4,중공업,0.1893023454522152,0.02666849807339311,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,0.05059624570439717,009540
4,삼성중공업,2023,Q4,중공업,0.01823121812080361,0.025016996531960878,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,0.22581038653978008,010140
4,현대미포조선,2023,Q4,중공업,-0.22658134178314868,-0.20787101892720128,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,0.14666691807358895,010620
4,한화테크윈,2023,Q4,중공업,0.3273648132583421,0.02144062556814985,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,0.18928594800086354,012450
4,현대엘리베이,2023,Q4,중공업,-0.25861080503405154,-0.24801063648996735,0.00757180156657955,0.0,0.0625,0.10965773361610065,1.8937198441996732,-0.033651021674842255,017800
4,두산중공업,2023,Q4,중공업,0.195240635048068,-0.007364787364941172,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,-0.0549987010172387,034020
4,대우조선해양,2023,Q4,중공업,-0.04602264782318254,1.1426377272477746,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,0.2647486592585876,042660
4,두산인프라코어,2023,Q4,중공업,0.022850825190454768,0.042090534317076544,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,-0.017807118927036666,042670
4,현대로템,2023,Q4,중공업,0.1508473545029226,0.047136888670435084,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,0.18465177661154913,064350
4,두산엔진,2023,Q4,중공업,0.12567307683304893,-0.04669339169011821,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,0.331288989569661,082740
4,한진중공업,2023,Q4,중공업,-0.20660987752872714,0.0,0.00757180156657955,0.0,0.0625,0.10965773361610065,0.0,-0.007389877513063867,097230
