,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,주식 수 감소 변화율,실업률 변화율,소비자물가지수 변화율,자기주식수 변화율,Label,Code
17,현대중공업,2020,Q3,중공업,-0.02128753115102193,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.0,0.06919230916493299,009540
17,삼성중공업,2020,Q3,중공업,0.028380242935356813,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.0,-0.16253200938734758,010140
17,현대미포조선,2020,Q3,중공업,0.07451849768252986,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.0,0.3054352155519937,010620
17,한화테크윈,2020,Q3,중공업,-0.027574805391050713,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.12128584005177778,0.28320079864359915,012450
17,현대엘리베이,2020,Q3,중공업,-0.16732270547993275,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.12128584005201759,-0.13973479856089485,017800
17,두산중공업,2020,Q3,중공업,0.9388588345627138,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.0,-0.5525277418455321,034020
17,대우조선해양,2020,Q3,중공업,-0.06754226700456907,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.0,-0.182585628916713,042660
17,두산인프라코어,2020,Q3,중공업,0.06387813093678918,0.0,-0.01328671328671327,0.12128584005051879,-0.032258064516129115,29.267844017171594,0.0,-0.316457462196225,042670
17,현대로템,2020,Q3,중공업,-0.04186255361283684,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.0,0.08083517114286573,064350
17,두산엔진,2020,Q3,중공업,0.012254957262128746,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.0,0.19865885928451993,082740
17,한진중공업,2020,Q3,중공업,0.13905362023490558,0.0,-0.01328671328671327,0.0,-0.032258064516129115,29.267844017171594,0.0,-0.39102079511859045,097230
