,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
21,유한양행,2019,Q3,헬스케어,-0.1288497439286522,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,0.256782615726154,000100
21,일동제약,2019,Q3,헬스케어,-0.08599350809354075,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,-0.15917565580621104,000230
21,동아쏘시오홀딩스,2019,Q3,헬스케어,-0.04576887464125747,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,-0.013886289168765886,0.06765016639434585,000640
21,부광약품,2019,Q3,헬스케어,-0.049339076952516575,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,0.4942607469637431,003000
21,영진약품,2019,Q3,헬스케어,0.24044015239586103,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,-0.038869018300790426,003520
21,녹십자,2019,Q3,헬스케어,0.032018250843396975,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,0.158163355799929,006280
21,일양약품,2019,Q3,헬스케어,0.0009108570242173653,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,0.533506131293737,007570
21,서흥,2019,Q3,헬스케어,-0.015601577909270123,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,0.18604052287442419,008490
21,광동제약,2019,Q3,헬스케어,0.003166220848214024,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,-0.14322553308895988,009290
21,대웅제약,2019,Q3,헬스케어,-0.28372717842911627,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,-0.22784965535248733,069620
21,한미약품,2019,Q3,헬스케어,-0.008514803220705261,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,-0.024137604777819954,128940
21,동아에스티,2019,Q3,헬스케어,0.08481739447224475,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,-0.06196697671199214,170900
21,종근당,2019,Q3,헬스케어,0.04173199581946731,0.0,-0.10146539633409102,-0.9303677156060576,-0.05084745762711873,-0.21649484536082508,0.0,0.01864554738401633,185750
