,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
30,유한양행,2017,Q2,헬스케어,-0.0987697269702833,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,-0.15957438856395717,000100
30,일동제약,2017,Q2,헬스케어,-0.2359797441310619,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,-0.08256152990791404,000230
30,동아쏘시오홀딩스,2017,Q2,헬스케어,-0.1727828607768211,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.040696034513680646,-0.048003219157301255,000640
30,부광약품,2017,Q2,헬스케어,-0.08736549355583235,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,0.03419259920863009,003000
30,영진약품,2017,Q2,헬스케어,0.011959066139880035,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,-0.15590136794306436,003520
30,녹십자,2017,Q2,헬스케어,0.020284240446362754,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,0.13925718830616043,006280
30,일양약품,2017,Q2,헬스케어,-0.13946731234866833,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,-0.023961915065807582,007570
30,서흥,2017,Q2,헬스케어,-0.13460001263980625,0.0406960345136842,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.04069603451368442,-0.11315723383542628,008490
30,광동제약,2017,Q2,헬스케어,-0.09819239769236829,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,-0.05426387270765522,009290
30,대웅제약,2017,Q2,헬스케어,-0.0003172633130357431,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,0.28865489637848146,069620
30,한미약품,2017,Q2,헬스케어,-0.1135130908570594,0.040696034513683976,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,0.44090160307636417,128940
30,동아에스티,2017,Q2,헬스케어,-0.1825340328542464,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,0.13251735957453206,170900
30,종근당,2017,Q2,헬스케어,-0.146260401266196,0.0,-0.07470193740685538,-0.1259798444991046,-0.00900900900900925,0.01678214010777368,0.0,0.07937974578550577,185750
