,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
33,유한양행,2016,Q3,헬스케어,-0.28882475635575133,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.0777993263259322,000100
33,일동제약,2016,Q3,헬스케어,0.0,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.44602156784564295,000230
33,동아쏘시오홀딩스,2016,Q3,헬스케어,-0.09565615732344623,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,-0.05062240034265875,-0.2526357168042266,000640
33,부광약품,2016,Q3,헬스케어,-0.1251943868695893,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.15125339957992842,003000
33,영진약품,2016,Q3,헬스케어,-0.17987018730530918,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.2861865203969422,003520
33,녹십자,2016,Q3,헬스케어,-0.09427004078851697,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.13201985373027553,006280
33,일양약품,2016,Q3,헬스케어,-0.16573600366504107,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.22605738399661934,007570
33,서흥,2016,Q3,헬스케어,-0.02161304775481084,-0.050622400342668405,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,-0.050622400342668294,-0.17877250932823466,008490
33,광동제약,2016,Q3,헬스케어,-0.08789709631564545,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.0900739170257911,009290
33,대웅제약,2016,Q3,헬스케어,-0.12977171519674705,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.052516061062766045,069620
33,한미약품,2016,Q3,헬스케어,-0.35232659770494706,-0.050622400342663854,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.3288709999347528,128940
33,동아에스티,2016,Q3,헬스케어,-0.15184869715713867,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.15258150747025187,170900
33,종근당,2016,Q3,헬스케어,-0.06398958091444784,0.0,0.005784579336604034,-0.1224419591674838,0.08411214953271018,-0.16954353663214605,0.0,-0.0911545614360885,185750
