code,name,year,quarter,sector,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_현재까지 감소한 주식의 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,M_소비자물가지수 변화율,M_금리 변화율,M_실업률 변화율,M_국제유가 변화율,Relative Return,Label,Code
100,유한양행,2024,Q4,헬스케어,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.07720671896762361,-0.07720671896762361,000100
100,유한양행,2024,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2377021247854798,-0.11983510689291532,-0.09523809523809512,-0.05674568795778523,0.5302977539193272,-0.07720671896762361,000100
100,유한양행,2024,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.110334699467731,0.02546205269366908,-3.3306690738754696e-16,0.01979840167061564,0.2848114793230269,0.5302977539193272,000100
100,유한양행,2024,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11265192787422551,-0.12136131985833976,-0.011764705882352788,-0.008599753155233536,-0.05938153517806958,0.2848114793230269,000100
100,유한양행,2023,Q4,헬스케어,0.035339626270167734,0.07272727272727275,0.05150621849737691,0.005072923272035679,0.0500570528005273,0.003154574132492094,0.0,0.03875133389006269,0.0,0.04578780240114777,0.02275765410624553,0.04790643362319558,-0.7770199346530209,3.0724637681159424,27.402659420289854,0.10965773361610065,0.00757180156657955,0.0625,-0.03388722209400741,0.09501216460727777,-0.05938153517806958,000100
100,유한양행,2023,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028955398190522508,0.11207897793263655,0.03896103896103886,0.106533304958502,-0.1365996389889667,0.09501216460727777,000100
100,유한양행,2023,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3075171004307199,0.0022310602386272915,-0.04938271604938271,-0.03519218134034163,0.29034291902187653,-0.1365996389889667,000100
100,유한양행,2023,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11353477832962133,-0.12061758935426237,-0.05813953488372092,-0.08337411073888668,0.08422430114085966,0.29034291902187653,000100
100,유한양행,2022,Q4,헬스케어,0.10391165623953125,0.024844720496894457,-0.21106713921003417,-0.24617590822179725,-0.21137033612696732,-0.2461953075459733,0.0,0.03848685704016086,0.0,0.04579534004173125,0.047670681227471645,0.045623157415442206,0.045623208349074185,0.0,0.0,-0.11456608043309557,0.11445954938682568,0.023809523809523725,-0.12070563315019511,-0.04341924912778849,0.08422430114085966,000100
100,유한양행,2022,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09093510066157107,0.0359464250541639,-0.023255813953488302,-0.11299650647329962,0.018610835921721084,-0.04341924912778849,000100
100,유한양행,2022,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38636857995042173,0.2746673361787626,-0.033707865168539186,0.13207484462760455,0.055315837352818226,0.018610835921721084,000100
100,유한양행,2022,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09364288108448604,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.011350218745230758,0.055315837352818226,000100
100,유한양행,2021,Q4,헬스케어,-0.10453375757413086,-0.012269938650306789,4.249997617780684,0.0031969309462913653,0.05191048105328777,0.005098789037603746,0.0,0.038211721046830016,0.0,0.04580029468934521,0.04703378004169889,0.045687189084412605,0.045687160658877346,0.0,0.0,0.4025512712822732,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.13205388132662688,0.011350218745230758,000100
100,유한양행,2021,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01761921683046319,-0.05306772908366497,-0.1504424778761062,0.06736077481840197,0.03409547304062605,0.13205388132662688,000100
100,유한양행,2021,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7421096287815034,0.11734330484330613,-0.11023622047244086,0.131754905184698,-0.03154098717449321,0.03409547304062605,000100
100,유한양행,2021,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0127382750040668,0.17195325542571194,0.016000000000000014,0.3732219462632649,0.028381352702002864,-0.03154098717449321,000100
100,유한양행,2020,Q4,헬스케어,5.359130297533221,0.006172839506172867,0.7352240369821148,0.21749961077378188,7.749996029634474,0.6719948849104858,9.0,2.074428451046691,0.0,4.228322893887893,4.064709531616963,4.243856244109674,4.243861559250615,-0.8,-0.8,-0.3780443147289393,0.13205764233403983,0.04166666666666674,0.030879044146171264,-0.23386316947637756,0.028381352702002864,000100
100,유한양행,2020,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.267844017171594,-0.01328671328671327,-0.032258064516129115,0.464159945473134,-0.056977511654584076,-0.23386316947637756,000100
100,유한양행,2020,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9744470971009336,-0.0835291604358025,0.15887850467289732,-0.41825270948982285,-0.0026108399483019684,-0.056977511654584076,000100
100,유한양행,2020,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.326416414584117,-0.060040160642572116,0.00943396226415083,-0.20454187036744997,0.05294228616675725,-0.0026108399483019684,000100
100,유한양행,2019,Q4,헬스케어,-0.08961742204592504,0.19999999999999996,0.049451043226099056,-0.0027945971122494973,0.04113442218926866,-0.26950023353573094,0.0,0.021872840568361474,0.0,0.04561962829742572,0.03490244850939561,0.046648659130766434,0.04664991078992742,0.0,0.0,5.380260221408914,0.191387559808615,-0.05357142857142849,0.023897949297593923,0.256782615726154,0.05294228616675725,000100
100,유한양행,2019,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9303677156060576,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.1288497439286522,0.256782615726154,000100
100,유한양행,2019,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17798441463015324,-0.10064059339177356,0.017241379310344973,0.09107698802174014,0.014660066264538203,-0.1288497439286522,000100
100,유한양행,2019,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6874179652905958,-0.09282764948769218,0.01754385964912264,-0.06709658363690052,-0.0043811838837226336,0.014660066264538203,000100
100,유한양행,2018,Q4,헬스케어,-0.03964938616943048,0.015037593984962516,0.04598715067436321,0.0,0.049451043226099056,-0.0027945971122494973,0.0,0.0213842877201067,0.0,0.045660743110198077,0.055556577478601765,0.04472032968837647,0.04471918713129619,0.0,0.0,0.1528942253920036,-0.10693799508331026,-0.08800000000000008,-0.09983604378074207,0.03716151888866581,-0.0043811838837226336,000100
100,유한양행,2018,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442397512820667,-0.09246405552800974,0.11607142857142883,0.009709172259507959,0.11696122797582623,0.03716151888866581,000100
100,유한양행,2018,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3971853095173552,-0.0044422507403751865,0.009009009009008917,0.11515816784752042,0.06181745260227466,0.11696122797582623,000100
100,유한양행,2018,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2528409114579355,0.08530869157626775,0.01834862385321112,0.08575762500677153,0.04101083704832133,0.06181745260227466,000100
100,유한양행,2017,Q4,헬스케어,0.140117347978977,0.031711555169417815,0.0,0.0,0.04598715067436321,0.0,0.0,0.020616016285267325,0.0,0.045075247169703125,-0.07917298508274329,0.05864996956758506,0.0586500438297457,0.0,0.0,-0.3500195788744318,0.094065934065934,-0.0267857142857143,0.18077144502014986,0.15012014823915726,0.04101083704832133,000100
100,유한양행,2017,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15372330132051748,0.03346456692913535,0.018181818181818077,0.04912421985101645,-0.15957438856395717,0.15012014823915726,000100
100,유한양행,2017,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1259798444991046,0.01678214010777368,-0.00900900900900925,-0.07470193740685538,-0.0987697269702833,-0.15957438856395717,000100
100,유한양행,2017,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158067335463936,0.13548951048950886,0.0277777777777779,0.09135267010029824,0.05727365236155104,-0.0987697269702833,000100
100,유한양행,2016,Q4,헬스케어,-0.020131494436087083,0.04632966462127852,-0.003042843232716641,-0.009229349330872383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.577735889373771,1.1628241742775982,-0.006916069638031708,0.9720054193181309,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.0777993263259322,0.05727365236155104,000100
100,유한양행,2016,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05062240034265997,-0.05062240034265997,-0.05062240034266008,-0.1224419591674838,-0.16954353663214605,0.08411214953271018,0.005784579336604034,-0.28882475635575133,-0.0777993263259322,000100
100,유한양행,2016,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847144642648412,0.00847144642648412,0.00847144642648412,-0.027027232119385514,-0.08606485539000996,-0.044642857142857095,0.3509743792660007,-0.021322660882138945,-0.28882475635575133,000100
100,유한양행,2016,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024377483551298873,-0.024377483551298984,-0.024377483551298984,-0.03306613361493349,-0.1254024221983725,0.05660377358490565,-0.22660852268380383,0.1148266266075024,-0.021322660882138945,000100
230,일동제약,2024,Q4,헬스케어,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.20398249218684314,-0.20398249218684314,000230
230,일동제약,2024,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2377021247854798,-0.11983510689291532,-0.09523809523809512,-0.05674568795778523,-0.0836245273219364,-0.20398249218684314,000230
230,일동제약,2024,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.110334699467731,0.02546205269366908,-3.3306690738754696e-16,0.01979840167061564,0.037205930743872746,-0.0836245273219364,000230
230,일동제약,2024,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11265192787422551,-0.12136131985833976,-0.011764705882352788,-0.008599753155233536,-0.06595967810721542,0.037205930743872746,000230
230,일동제약,2023,Q4,헬스케어,0.004190899099982159,0.2587477759891552,0.17445929782051794,0.17445306096715196,0.17599065981419004,0.17621796410211066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10965773361610065,0.00757180156657955,0.0625,-0.03388722209400741,-0.18290683109768113,-0.06595967810721542,000230
230,일동제약,2023,Q3,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028955398190522508,0.11207897793263655,0.03896103896103886,0.106533304958502,-0.10504188623918811,-0.18290683109768113,000230
230,일동제약,2023,Q2,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3075171004307199,0.0022310602386272915,-0.04938271604938271,-0.03519218134034163,-0.04564954330338757,-0.10504188623918811,000230
230,일동제약,2023,Q1,헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11353477832962133,-0.12061758935426237,-0.05813953488372092,-0.08337411073888668,-0.07049849609311148,-0.04564954330338757,000230
230,일동제약,2022,Q4,헬스케어,0.4678146198873576,-0.07222248423965161,0.034557592222469236,0.03425886824324342,0.04824936168554017,0.04819935691318333,0.0,0.0,0.0,0.0,4.027240253057229e-06,-8.855755762038342e-08,0.0,0.0,0.0,-0.11456608043309557,0.11445954938682568,0.023809523809523725,-0.12070563315019511,-0.4629102238676061,-0.07049849609311148,000230
