접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160407002217,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331002460,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2016-12-31,2016,Q4
20180323000812,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2017-12-31,2017,Q4
20190625000013,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330002060,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316000802,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2020-12-31,2020,Q4
20220315001175,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2021-12-31,2021,Q4
20230328000853,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2022-12-31,2022,Q4
20240312001055,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2023-12-31,2023,Q4
20250311001184,Y,00157399,한솔테크닉스,-,-,-,-,-,-,2024-12-31,2024,Q4
