code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
128940,한미약품,헬스케어,2015,Q4,2015-03-31,"994,263,701,562","490,416,109,286","1,484,679,810,848","634,618,040,833","284,769,116,741","919,387,157,574","25,577,272,500","138,382,803,015","565,292,653,274",1113238540769,180263742367,177098144641,133850926092,133850926092,
128940,한미약품,헬스케어,2016,Q1,2016-05-13,"795,722,129,130","537,275,540,465","1,332,997,669,595","546,780,678,378","217,933,622,127","764,714,300,505","26,087,777,500","147,556,211,548","568,283,369,090",195447087764,9039581865,21297815176,29593668533,29593668533,
128940,한미약품,헬스케어,2016,Q2,2016-08-16,"711,354,877,353","581,150,437,285","1,292,505,314,638","498,455,537,362","213,816,186,041","712,271,723,403","26,087,777,500","164,181,558,732","580,233,591,235",191428424566,68708168,14712542906,16625347184,16625347184,
128940,한미약품,헬스케어,2016,Q3,2016-11-14,"624,969,689,655","648,399,970,528","1,273,369,660,183","517,514,320,041","175,779,335,651","693,293,655,692","26,087,777,500","164,653,579,495","580,076,004,491",177174998588,6422942858,-6646313811,472020763,472020763,
128940,한미약품,헬스케어,2016,Q4,2016-03-30,"670,598,130,550","675,577,395,313","1,346,175,525,863","518,764,436,303","292,072,783,988","810,837,220,291","26,087,777,500","119,857,718,736","535,338,305,572",123731442926,-19932797098,-53539728501,-42751450683,-42751450683,
128940,한미약품,헬스케어,2017,Q1,2017-05-15,"488,708,184,280","740,235,065,376","1,228,943,249,656","394,251,704,106","294,026,806,968","688,278,511,074","27,908,630,000","131,161,626,333","540,664,738,582",178114577535,15653598651,13876424101,11303907597,11303907597,
128940,한미약품,헬스케어,2017,Q2,2017-08-11,"475,806,235,045","806,369,551,808","1,282,175,786,853","437,539,789,914","297,650,788,638","735,190,578,552",,"137,174,952,187","546,985,208,301",171851363335,14717024260,2050253206,6013325854,6013325854,
128940,한미약품,헬스케어,2017,Q3,2017-11-14,"477,117,984,075","888,127,984,987","1,365,245,969,062","537,697,694,128","254,414,187,576","792,111,881,704","27,908,630,000","151,882,559,558","573,134,087,358",174429127438,18568787143,11766019229,14707607371,14707607371,
128940,한미약품,헬스케어,2017,Q4,2017-03-31,"459,543,066,659","931,601,634,604","1,391,144,701,263","602,918,180,060","214,486,293,874","817,404,473,934","27,908,630,000","154,689,324,648","573,740,227,329",178240532973,-1985095297,-3258424921,6631355857,6631355857,
128940,한미약품,헬스케어,2018,Q1,2018-05-15,"435,246,231,408","965,214,143,876","1,400,460,375,284","609,621,708,146","238,262,281,848","847,883,989,994","28,464,227,500","146,198,581,847","552,576,385,290",179641969171,8682691973,9292666750,5776050736,5776050736,
128940,한미약품,헬스케어,2018,Q2,2018-08-10,"480,366,655,203","984,159,290,108","1,464,525,945,311","520,299,222,758","381,250,324,831","901,549,547,589","28,464,227,500","155,019,614,943","562,976,397,722",191695790742,15219310329,17713098469,10190116372,10190116372,
128940,한미약품,헬스케어,2018,Q3,2018-11-14,"456,142,939,000","1,000,229,667,062","1,456,372,606,062","503,535,555,211","384,870,847,163","888,406,402,374","28,464,227,500","161,207,254,391","567,966,203,688",181850389328,12329289647,2685113283,6187639448,6187639448,
128940,한미약품,헬스케어,2018,Q4,2018-04-02,"355,899,415,356","1,037,932,916,387","1,393,832,331,743","388,784,674,016","450,208,820,211","838,993,494,227","28,464,227,500","145,487,739,265","554,838,837,516",241827996800,7037720674,-6280163982,-9391501442,-9391501442,
128940,한미약품,헬스케어,2019,Q1,2019-05-14,"424,682,494,849","1,099,683,015,880","1,524,365,510,729","539,920,686,718","437,539,229,379","977,459,916,097","29,030,460,000","140,842,107,334","546,905,594,632",204906961789,7567398969,2043327373,1021606628,1021606628,
128940,한미약품,헬스케어,2019,Q2,2019-08-14,"445,809,129,361","1,114,386,200,833","1,560,195,330,194","423,278,111,361","579,263,827,499","1,002,541,938,860","29,030,460,000","156,456,886,801","557,653,391,334",215449687438,17555555976,25064379379,15614779467,15614779467,
128940,한미약품,헬스케어,2019,Q3,2019-11-14,"453,366,561,959","1,124,382,060,575","1,577,748,622,534","429,673,261,130","590,120,495,802","1,019,793,756,932","29,030,460,000","156,734,629,647","557,954,865,602",206892283892,13950979798,49965195,277822865,277822865,
128940,한미약품,헬스케어,2019,Q4,2019-03-29,"416,538,418,941","1,128,071,916,106","1,544,610,335,047","405,504,429,165","593,658,817,822","999,163,246,987","29,030,460,000","153,945,820,766","545,447,088,060",236397956209,13785828086,8601876361,7342539988,7342539988,
128940,한미약품,헬스케어,2020,Q1,2020-05-15,"472,366,441,085","1,122,138,842,685","1,594,505,283,770","458,048,431,327","599,589,351,006","1,057,637,782,333","29,607,572,500","151,466,647,375","536,867,501,437",223127982206,12656386346,4664441805,3291968609,3291968609,
128940,한미약품,헬스케어,2020,Q2,2020-08-14,"453,299,874,815","1,150,311,291,806","1,603,611,166,621","540,535,867,966","511,673,651,777","1,052,209,519,743","29,607,572,500","163,328,283,909","551,401,646,878",215553880831,18786167046,19458662163,11861636534,11861636534,
128940,한미약품,헬스케어,2020,Q3,2020-11-16,"423,590,528,312","1,153,111,324,298","1,576,701,852,610","495,905,619,831","557,992,496,427","1,053,898,116,258","29,607,572,500","133,118,717,792","522,803,736,352",225476567542,-31214214397,-40449129893,-30209566117,-30209566117,
128940,한미약품,헬스케어,2020,Q4,2020-03-30,"351,235,784,214","1,151,161,973,830","1,502,397,758,044","463,352,608,703","497,283,486,631","960,636,095,334","29,607,572,500","155,453,206,402","541,761,662,710",208246300368,25933362140,20039120166,18075178123,18075178123,
128940,한미약품,헬스케어,2021,Q1,2021-05-17,"386,155,209,157","1,141,106,188,144","1,527,261,397,301","484,109,242,028","506,121,181,288","990,230,423,316","30,195,705,000","155,628,909,591","537,030,973,985",197116184712,11250297584,7689880036,6057033189,6057033189,
128940,한미약품,헬스케어,2021,Q2,2021-08-17,"373,161,370,394","1,130,513,122,528","1,503,674,492,922","561,823,498,531","400,131,849,500","961,955,348,031","30,195,705,000","159,119,043,571","541,719,144,891",222634943389,10225768750,4566950465,3490133980,3490133980,
128940,한미약품,헬스케어,2021,Q3,2021-11-15,"370,900,318,498","1,122,594,366,442","1,493,494,684,940","583,841,422,522","361,874,444,083","945,715,866,605","30,195,705,000","168,833,687,338","547,778,818,335",226219773940,18437922947,13215547515,9714643767,9714643767,
128940,한미약품,헬스케어,2021,Q4,2021-03-18,"348,330,723,115","1,109,917,450,261","1,458,248,173,376","569,011,167,628","342,470,116,133","911,481,283,761","30,195,705,000","175,972,757,453","546,766,889,615",271047025171,21716053927,12595244085,5194159762,5194159762,
128940,한미약품,헬스케어,2022,Q1,2022-05-16,"356,988,735,982","1,124,806,862,975","1,481,795,598,957","598,624,495,629","330,249,540,174","928,874,035,803","30,794,927,500","162,922,046,329","552,921,563,154",226587842451,16920693228,23903239066,16632580505,16632580505,
128940,한미약품,헬스케어,2022,Q2,2022-08-16,"312,903,172,497","1,110,490,361,753","1,423,393,534,250","574,976,416,490","288,639,288,596","863,615,705,086","30,794,927,500","171,512,685,749","559,777,829,164",237992086436,13667823379,8965838013,8590639420,8590639420,
