접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160516001145,Y,00139889,SKC,"1,429","121,778,000,000","85,000,000",-,2015-12-31,2015,Q4
20160516001145,Y,00139889,SKC,159,"6,862,000,000","43,000,000",-,2015-12-31,2015,Q4
20170331002724,Y,00139889,SKC,"1,150","100,354,000,000","87,000,000",-,2016-12-31,2016,Q4
20170331002724,Y,00139889,SKC,129,"6,383,000,000","50,000,000",-,2016-12-31,2016,Q4
20180402005086,Y,00139889,SKC,"1,108","104,354,000,000","94,000,000",-,2017-12-31,2017,Q4
20180402005086,Y,00139889,SKC,123,"6,714,000,000","55,000,000",-,2017-12-31,2017,Q4
20190401004856,Y,00139889,SKC,"1,093","116,159,000,000","106,000,000",-,2018-12-31,2018,Q4
20190401004856,Y,00139889,SKC,125,"6,895,000,000","55,000,000",-,2018-12-31,2018,Q4
20200330004188,Y,00139889,SKC,"1,121","119,384,000,000","106,000,000",-,2019-12-31,2019,Q4
20200330004188,Y,00139889,SKC,124,"7,542,000,000","61,000,000",-,2019-12-31,2019,Q4
20210423000677,Y,00139889,SKC,779,"74,057,000,000","95,000,000",-,2020-12-31,2020,Q4
20210423000677,Y,00139889,SKC,96,"5,642,000,000","59,000,000",-,2020-12-31,2020,Q4
20220816001935,Y,00139889,SKC,666,"83,363,000,000","125,000,000",-,2021-12-31,2021,Q4
20220816001935,Y,00139889,SKC,87,"6,790,000,000","78,000,000",-,2021-12-31,2021,Q4
20230320000846,Y,00139889,SKC,116,"18,166,000,000","157,000,000",-,2022-12-31,2022,Q4
20230320000846,Y,00139889,SKC,61,"4,482,000,000","73,000,000",-,2022-12-31,2022,Q4
20240409003864,Y,00139889,SKC,134,"18,686,000,000","139,000,000",-,2023-12-31,2023,Q4
20240409003864,Y,00139889,SKC,70,"5,656,000,000","81,000,000",-,2023-12-31,2023,Q4
20250318001448,Y,00139889,SKC,113,"17,811,000,000","158,000,000",-,2024-12-31,2024,Q4
20250318001448,Y,00139889,SKC,65,"4,980,000,000","77,000,000",-,2024-12-31,2024,Q4
