접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160516003193,Y,00141307,영풍,-,-,-,-,-,-,2015-12-31,2015,Q4
20180515001305,Y,00141307,영풍,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402003331,Y,00141307,영풍,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004367,Y,00141307,영풍,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330002771,Y,00141307,영풍,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316000780,Y,00141307,영풍,-,-,-,-,-,-,2020-12-31,2020,Q4
20220315000564,Y,00141307,영풍,-,-,-,-,-,-,2021-12-31,2021,Q4
20230713000143,Y,00141307,영풍,-,-,-,-,-,-,2022-12-31,2022,Q4
20240814004220,Y,00141307,영풍,-,-,-,-,-,-,2023-12-31,2023,Q4
20250319001075,Y,00141307,영풍,-,-,-,-,-,-,2024-12-31,2024,Q4
