code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2016,Q2,12722354000000.0,23203453000000.0,35925807000000.0,9110810000000.0,5054880000000.0,14165690000000.0,,21760117000000.0,8347585000000.0,601346000000.0,628184000000.0,483101000000.0,483101000000.0,,
660,SK_Hynix,Electronics,2016,Q2,7026459000000.0,21392286000000.0,28418745000000.0,3027976000000.0,4353174000000.0,7381150000000.0,13969840000000.0,21037595000000.0,3849874000000.0,415820000000.0,371800000000.0,284371000000.0,284371000000.0,,
3550,LG_Corporation,etc,2016,Q2,421035000000.0,7875267000000.0,8296302000000.0,133260000000.0,150680000000.0,283940000000.0,4702037000000.0,8012362000000.0,84727000000.0,32580000000.0,34614000000.0,26171000000.0,26171000000.0,,
3670,POSCO_Future_M,Electronics,2016,Q2,341447768928.0,298918910853.0,640366679781.0,90396964843.0,4197575137.0,94594539980.0,496295159192.0,545772139801.0,258049013299.0,16109635239.0,14639600273.0,11199449589.0,11199449589.0,,
5380,Hyundai_Motor,Transportation,2016,Q2,22908267000000.0,44844895000000.0,67753162000000.0,10319710000000.0,5490605000000.0,15810315000000.0,47907719000000.0,51942847000000.0,11542128000000.0,1102940000000.0,1708001000000.0,1372965000000.0,1372965000000.0,,
5490,POSCO_Holdings,Metal,2016,Q2,11541085575917.0,40045259520108.0,51586345096025.0,3261684568573.0,5054878388594.0,8316562957167.0,42068639179899.0,43269782138858.0,6009607590906.0,712734168370.0,395373543174.0,310509841739.0,310509841739.0,,
5930,Samsung_Electronics,Electronics,2016,Q2,65317792000000.0,97995341000000.0,163313133000000.0,26742315000000.0,3561495000000.0,30303810000000.0,138556832000000.0,133009323000000.0,33337425000000.0,3653720000000.0,3515284000000.0,2745396000000.0,2745396000000.0,,
6400,Samsung_SDI,Electronics,2016,Q2,4233139334687.0,10325742731001.0,14558882065688.0,2394447176124.0,1463061365010.0,3857508541134.0,356712130000.0,4842203622995.0,10701373524554.0,1165280626154.0,-80889089113.0,-63546669847.0,875758865181.0,875758865181.0,
9150,Samsung_Electro_Mechanics,Electronics,2016,Q2,2084825827656.0,3135827416523.0,5220653244179.0,837216740908.0,400838948355.0,1238055689263.0,388003400000.0,3982597554916.0,1265321179194.0,-66746661703.0,41115810912.0,33801181861.0,33801181861.0,,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2016,Q2,13016849305000.0,17370185785000.0,30387035090000.0,10559390707000.0,5811359041000.0,16370749748000.0,11873746630000.0,14016285342000.0,5086464378000.0,110350429000.0,108107134000.0,78641067000.0,78641067000.0,380000000000.0,
10130,Korea_Zinc,Metal,2016,Q2,2613288969058.0,2953083411574.0,5566372380632.0,347577158328.0,133514182076.0,481091340404.0,4929901204352.0,5085281040228.0,1227474381446.0,163406206549.0,167508970343.0,127319134547.0,127319134547.0,,
10950,S_Oil,Chemistry,2016,Q2,7065394000000.0,5209281000000.0,12274675000000.0,3613182000000.0,2550025000000.0,6163207000000.0,4464696000000.0,6111468000000.0,4198364000000.0,640869000000.0,584102000000.0,442578000000.0,442578000000.0,291512000000.0,
