code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
50,경방,경기소비재,2022,Q1,"66,734,228,373","1,135,890,482,813","1,202,624,711,186","155,444,273,305","280,957,266,823","436,401,540,128","783,404,134,000","766,223,171,058",71295343477.0,9670380604.0,5689538582.0,4385607792.0,4385607792.0,"13,707,635,000",,,,,,,,,,,,
80,하이트진로,생활소비재,2022,Q1,"1,324,863,474,416","2,280,643,164,069","3,605,506,638,485","1,788,542,475,395","731,116,553,372","2,519,659,028,767","296,501,880,033","1,085,847,609,718",526655853483.0,49137868984.0,41857678789.0,31020350694.0,31020350694.0,"368,842,230,000",,,,,,,,,,,,
100,유한양행,헬스케어,2022,Q1,"1,171,768,436,437","1,143,807,728,510","2,315,576,164,947","373,499,890,641","49,359,339,049","422,859,229,690","1,792,085,887,184","1,892,716,935,257",397692305452.0,5029096503.0,116623362680.0,88761356439.0,88761356439.0,"74,412,416,000",,,,,,,,,,,,
120,CJ대한통운,산업재,2022,Q1,"1,343,683,113,386","5,862,631,460,566","7,206,314,573,952","1,644,737,338,340","2,119,525,956,350","3,764,263,294,690","629,249,554,330","3,442,051,279,262",1915024813423.0,47685540298.0,68196966623.0,60014781361.0,60014781361.0,"114,061,720,000",,,,,,,,,,,,
150,두산,산업재,2022,Q1,"765,242,160,035","4,538,871,850,809","5,304,114,010,844","1,238,557,249,333","1,030,384,512,420","2,268,941,761,753","3,238,350,683,799","3,035,172,249,091",,17514100647.0,22748141718.0,29198619160.0,29198619160.0,"123,738,105,000",,,,,,,,,,,,
210,대림산업,건설,2022,Q1,"257,879,290,501","3,505,777,336,279","3,763,656,626,780","277,366,778,260","398,182,739,291","675,549,517,551","5,635,998,628,863","3,088,107,109,229",156689337198.0,146907120630.0,151800678708.0,141561975676.0,141561975676.0,"138,709,995,000",,,,,,,,,,,,
230,일동제약,헬스케어,2022,Q1,"19,422,997,230","248,986,809,128","268,409,806,358","60,847,897,476","30,679,124,261","91,527,021,737","46,884,097,358","176,882,784,621",6033563502.0,1923647294.0,760031212.0,869637812.0,869637812.0,"11,540,400,000",,,,,,,,,,,,
240,한국타이어월드와이드,경기소비재,2022,Q1,"624,523,891,433","2,410,415,510,830","3,034,939,402,263","292,276,099,356","59,838,292,977","352,114,392,333","935,226,052,934","2,682,825,009,930",255300767242.0,55684483700.0,58862309488.0,51562257580.0,51562257580.0,"47,467,620,000",,,,,,,,,,,,
270,기아차,경기소비재,2022,Q1,"17,081,037,000,000","27,824,260,000,000","44,905,297,000,000","12,892,158,000,000","7,131,220,000,000","20,023,378,000,000","21,226,219,000,000","24,881,919,000,000",10099699000000.0,489064000000.0,560403000000.0,449720000000.0,449720000000.0,,,,,,,,,,,,,
480,조선내화,철강_소재,2022,Q1,"191,999,435,774","815,347,268,300","1,007,346,704,074","319,184,170,931","103,259,471,848","422,443,642,779","468,158,671,943","584,903,061,295",119113166356.0,7528763861.0,18276148829.0,15024720436.0,15024720436.0,"20,000,000,000",,,,,,,,,,,,
