,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,자산총계 변화율,영업이익 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
9,현대중공업,2022,Q3,중공업,-0.14347793980641796,-0.11299650647329962,0.0015206871131836497,-0.001046766412879152,-0.12733628506458783,0.0005676185401279898,-0.1887018035176905,-0.03636472058907966,009540
9,삼성중공업,2022,Q3,중공업,-0.05422997846543336,-0.11299650647329962,0.13259114515683335,0.2220973121590093,-0.36205791898759043,0.05390049709864386,0.31739039866723706,-0.04737300184618838,010140
9,현대미포조선,2022,Q3,중공업,-0.10481405305550945,-0.11299650647329962,0.06535078192190924,0.1569138693357759,-7.690580279872937,0.048508385657514363,0.915526424943581,-0.27948332984046154,010620
9,한화테크윈,2022,Q3,중공업,0.09479855594504098,-0.11299650647329962,0.027794419376035107,0.017060645933332008,-0.6546928271683878,0.02027559296222292,0.06611247177040513,0.3113547396980872,012450
9,SK텔레콤,2022,Q3,커뮤니케이션서비스,0.01864789207147642,-0.11299650647329962,0.008327753072880473,-0.010716638333569506,0.020502358992131375,0.0007659129162342904,0.03301225076499681,-0.05874943564335185,017670
9,현대엘리베이,2022,Q3,중공업,-0.048603483585653154,-0.11299650647329962,0.006529787141859256,-0.006576611990263714,1.7813474450707374,0.0020894138632696624,-0.23144067504366417,-0.024815802144115995,017800
9,제일기획,2022,Q3,커뮤니케이션서비스,0.06391421923812787,-0.11299650647329962,0.04135100886677101,0.0901069422358649,0.09199399702363609,0.049771705735969674,0.9106812650167952,-0.1466436054507237,030000
9,KT,2022,Q3,커뮤니케이션서비스,-0.00291953180614948,-0.11299650647329962,0.02017232130488722,0.029357848766070616,0.06630069098230207,0.06467056627541501,0.08247394645366524,-0.1392767187364564,030200
9,LG유플러스,2022,Q3,커뮤니케이션서비스,-0.01898226500035678,-0.11299650647329962,0.01955612364472259,-0.01778617951083339,0.12792371945383008,0.011338885394567066,-0.05182522280513813,-0.05470524741470588,032640
9,두산중공업,2022,Q3,중공업,-0.19470291182482363,-0.11299650647329962,1.078210731699071,0.030343333098291847,1.0966619660602381,-0.00234881325386449,-0.1165019313159259,0.062203017359733444,034020
9,SBS,2022,Q3,커뮤니케이션서비스,-0.27190250710621316,-0.11299650647329962,0.030613467796701377,-0.03455118922154221,-0.4735682739735978,0.024386014955805724,-0.11462843306162551,0.3599824512713839,034120
9,NAVER,2022,Q3,커뮤니케이션서비스,-0.2505031089986652,-0.11299650647329962,0.04086942269583327,0.02136554758932263,0.06443075137938914,0.04172908343202586,0.04628751163380218,0.07535334644320188,035420
9,엔씨소프트,2022,Q3,커뮤니케이션서비스,0.2541229426276293,-0.11299650647329962,0.060388145721928854,0.04449036692851993,0.2325504740199733,0.05442932371886133,-0.006778073703736287,-0.1420235943519082,036570
9,대우조선해양,2022,Q3,중공업,-0.07081976626988813,-0.11299650647329962,0.35031998014850574,0.0386467179850023,4.950470040432713,-0.44912507283569036,0.32668241638300866,0.17984957799043527,042660
9,두산인프라코어,2022,Q3,중공업,0.2495622858930595,-0.11299650647329962,0.08461210859376611,0.027380738513285374,-0.15181286702475938,0.028857316120688203,1.0261743221735462,0.0655944428706901,042670
9,현대로템,2022,Q3,중공업,0.017288038401420725,-0.11299650647329962,-0.9327611191842611,-0.05326953631648912,0.04602091022094701,0.026675741397661712,0.14966254639400645,0.015380278662781301,064350
9,두산엔진,2022,Q3,중공업,-0.20399184590106903,-0.11299650647329962,-0.018440266152399243,0.2403517052029911,-1.0250076374519044,0.6919461581362483,0.3131823079837033,0.07591808845926926,082740
9,한진중공업,2022,Q3,중공업,-0.3969376921998557,-0.11299650647329962,0.014962553775299536,0.009545351768053267,-1.04543429844098,-0.04972858148565151,-0.0897510820451628,-0.013252759654927178,097230
