year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,660,SK하이닉스,정보기술,2021-01-05,긍정,"SK하이닉스가 반도체 업종의 호황 기대감에 따라 주가가 63% 급등했으며, 반도체 수출이 역대 두 번째 실적을 기록할 것이라는 기대가 반영되어 긍정적인 논조로 판단됨.",1.0
2021,Q1,1,2,660,SK하이닉스,정보기술,2021-01-11,긍정,"SK하이닉스가 포함된 용인 반도체 클러스터 조성을 위한 협약이 체결되었고, 지역 반대가 해소되어 사업 진행에 긍정적인 영향을 미칠 것으로 판단됨.",1.0
2021,Q1,1,3,660,SK하이닉스,정보기술,2021-01-20,긍정,"SK하이닉스가 경기도에 반도체 클러스터를 만들겠다는 투자 의향서를 제출했고, 경기도가 이를 환영했다는 내용이 포함되어 있어 긍정적인 논조로 판단됨.",1.0
2021,Q1,1,4,660,SK하이닉스,정보기술,2021-01-26,부정,"SK하이닉스의 반도체 첨단기술이 중국 경쟁업체에 유출된 사건이 발생하여, 이는 기업의 기술 경쟁력과 보안에 대한 부정적인 영향을 미칠 수 있음.",-1.0
2021,Q1,2,1,660,SK하이닉스,정보기술,2021-02-04,부정,"SK하이닉스의 성과급 논란이 직원들의 불만을 초래하고 있으며, 이는 인력 유출로 이어질 가능성이 있어 기업에 부정적인 영향을 미칠 수 있음.",-1.0
2021,Q1,2,2,660,SK하이닉스,정보기술,2021-02-10,긍정,"SK하이닉스가 낸드플래시 시장에서 인텔의 낸드 사업부 인수를 통해 시장 점유율 2위 자리를 바라보고 있으며, 이는 시장 내 경쟁력을 강화하는 긍정적인 요소로 작용할 수 있습니다.",1.0
2021,Q1,2,3,660,SK하이닉스,정보기술,2021-02-15,중립,"뉴스는 SK하이닉스가 아닌 SK이노베이션과 관련된 배터리 소송에 대한 내용으로, SK하이닉스의 주가에 직접적인 영향을 미치는 정보는 포함되어 있지 않음.",0.0
2021,Q1,2,4,660,SK하이닉스,정보기술,2021-02-28,매우 긍정,"SK하이닉스가 첨단 반도체 제조에 필수적인 EUV 장비를 대량 구입하기로 결정했으며, 이는 미국의 중국 제재로 인해 경쟁사인 중국 SMIC가 장비를 구입하기 어려운 상황에서 이루어진 것으로, SK하이닉스가 반사이익을 얻은 것으로 보입니다. 또한, 이 장비를 통해 차세대 공정 양산을 계획하고 있어 기술 리더십을 강화할 전망입니다.",2.0
2021,Q1,3,1,660,SK하이닉스,정보기술,2021-03-07,매우 긍정,"메모리 반도체 시장의 슈퍼 사이클이 현실화되면서 SK하이닉스의 실적 개선 기대감이 높아지고 있으며, 인텔 랜드 플래시 사업부 인수로 인해 경쟁력이 강화될 것으로 전망됨. 또한, D램 가격 상승과 영업이익 증가 전망이 긍정적인 요소로 작용함.",2.0
2021,Q1,3,2,660,SK하이닉스,정보기술,2021-03-12,중립,"뉴스 내용은 쿠팡에 대한 정보로, SK하이닉스와 직접적인 관련이 없어 주가에 미치는 영향이 없다고 판단됨.",0.0
2021,Q1,3,3,660,SK하이닉스,정보기술,2021-03-15,긍정,ISC의 반도체 테스트 소켓 국산화 성공과 성장으로 SK하이닉스와 같은 대형 반도체 기업들이 안정적인 부품 공급을 받을 수 있게 되어 긍정적인 영향을 미칠 것으로 판단됨.,1.0
2021,Q1,3,4,660,SK하이닉스,정보기술,2021-03-26,중립,"뉴스 내용은 SK하이닉스에 대한 직접적인 정보나 분석을 제공하지 않고, 단지 관심이 집중된 종목 중 하나로 언급되었을 뿐입니다.",0.0
2021,Q2,4,1,660,SK하이닉스,정보기술,2021-04-07,긍정,"SK하이닉스가 세계 최고의 자동차 부품 업체인 독일의 보쉬와 차량용 D램 공급을 위한 장기 계약 협상에 나섰다는 소식이 긍정적으로 평가됨. 이 계약이 성사되면 SK하이닉스는 차량용 D램 시장에서 입지를 넓히고, 다른 완성차 업체와의 추가 계약 발판이 될 수 있다는 분석이 있음.",1.0
2021,Q2,4,2,660,SK하이닉스,정보기술,2021-04-09,긍정,"SK하이닉스가 일본 반도체 회사 키옥시아에 대한 투자 계획을 유지하며, 경쟁자 수 감소로 인한 시장 경쟁 완화 가능성이 긍정적으로 작용할 수 있음.",1.0
2021,Q2,4,3,660,SK하이닉스,정보기술,2021-04-17,중립,"뉴스는 SK텔레콤의 지배구조 개편과 관련된 내용으로, SK하이닉스에 대한 직접적인 긍정적 또는 부정적 영향에 대한 정보는 포함되어 있지 않음.",0.0
2021,Q2,4,4,660,SK하이닉스,정보기술,2021-04-22,긍정,"SK하이닉스가 파운드리 사업에 본격적으로 진출하고 투자를 확대할 계획을 발표함에 따라, 글로벌 파운드리 시장에서의 점유율 확대와 경쟁력 강화가 기대됨. 이는 반도체 공급 부족 상황에서 긍정적인 성장 기회로 작용할 가능성이 높음.",1.0
