year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,5930,삼성전자,정보기술,2021-01-02,긍정,"삼성전자가 트로트 가수 정동원과 브랜드 광고 모델 재계약을 체결하고, 이를 통해 다양한 마케팅 활동을 계획 중이라는 소식은 브랜드 이미지 강화와 소비자 인지도 상승에 긍정적인 영향을 미칠 수 있음.",1.0
2021,Q1,1,2,5930,삼성전자,정보기술,2021-01-12,중립,"뉴스는 CES에서 공개된 다양한 기술과 제품에 대한 내용으로, 삼성전자의 인공지능 관련 기술이 언급되었으나, 이는 단순한 기술 소개에 불과하며 삼성전자의 주가에 직접적인 영향을 미칠 만한 구체적인 실적 개선이나 사업적 성과에 대한 정보는 포함되어 있지 않음.",0.0
2021,Q1,1,3,5930,삼성전자,정보기술,2021-01-21,중립,"기사는 삼성전자 임원들의 출신 대학 순위를 다루고 있으며, 이는 기업의 경영 성과나 주가에 직접적인 영향을 미치는 정보가 아닙니다.",0.0
2021,Q1,1,4,5930,삼성전자,정보기술,2021-01-26,부정,"삼성전자 자회사의 핵심 기술이 유출된 사건으로, 이는 기업의 기술 경쟁력과 보안에 부정적인 영향을 미칠 수 있는 사안으로 판단됨.",-1.0
2021,Q1,2,1,5930,삼성전자,정보기술,2021-02-05,부정,"삼성전자의 물류 협력업체 파업으로 인해 제품 배송에 차질이 발생하고 있으며, 고객 불만이 증가하고 있다. 이는 단기적으로 삼성전자의 가전제품 판매에 부정적인 영향을 미칠 수 있다.",-1.0
2021,Q1,2,2,5930,삼성전자,정보기술,2021-02-10,부정,"삼성전자가 중국의 기술 유출과 추격에 직면해 있으며, 일본의 반도체 디스플레이 핵심 소재 수출 규제와 관련된 압력으로 인해 곤란한 상황에 처해 있다는 내용이 포함되어 있어 부정적인 논조로 판단됨.",-1.0
2021,Q1,2,3,5930,삼성전자,정보기술,2021-02-17,매우 긍정,삼성전자가 반도체 세정에 사용되는 불산을 재사용할 수 있는 시스템을 개발하여 일본 의존도를 낮추고 비용 절감 효과를 기대할 수 있는 긍정적인 소식입니다. 이는 반도체 경쟁력을 강화하고 일본의 수출 규제를 무력화할 수 있는 중요한 성과로 평가됩니다.,2.0
2021,Q1,2,4,5930,삼성전자,정보기술,2021-02-23,중립,"뉴스는 삼성디스플레이와 일본 J OLED 간의 특허 분쟁에 관한 내용으로, 삼성전자와 직접적인 관련이 없습니다. 따라서 삼성전자 주가에 미치는 영향은 중립으로 판단됩니다.",0.0
2021,Q1,3,1,5930,삼성전자,정보기술,2021-03-06,긍정,"삼성전자가 미국 텍사스 주와 세금 감면 협상을 진행 중이며, 공장 신설로 인한 경제적 파급효과와 일자리 창출이 예상됨. 또한, 미국 내 반도체 공장 유치 필요성이 커지고 있어 삼성전자에 유리한 상황으로 판단됨.",1.0
2021,Q1,3,2,5930,삼성전자,정보기술,2021-03-09,부정,"삼성전자가 미국 텍사스 주와의 세금 감면 협상이 진전되지 않으면서 국내 증설을 고려하고 있다는 소식이 전해졌습니다. 이는 미국 내 반도체 공장 증설 계획에 차질이 생길 가능성을 시사하며, 최근 텍사스의 폭설로 인한 가동 중단 사태도 부정적인 영향을 미치고 있습니다.",-1.0
