접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160328000528,Y,00557508,GKL,775,"49,010,477,000","63,239,000",-,2015-12-31,2015,Q4
20160328000528,Y,00557508,GKL,"1,094","50,765,682,000","46,404,000",-,2015-12-31,2015,Q4
20170330000237,Y,00557508,GKL,769,"51,620,977","67,127",-,2016-12-31,2016,Q4
20170330000237,Y,00557508,GKL,"1,069","52,559,934","49,167",-,2016-12-31,2016,Q4
20180402001914,Y,00557508,GKL,794,"51,580,032,000","64,962,000",-,2017-12-31,2017,Q4
20180402001914,Y,00557508,GKL,"1,058","52,931,128,000","50,029,000",-,2017-12-31,2017,Q4
20190705000387,Y,00557508,GKL,880,"50,274,639,000","57,130,000",-,2018-12-31,2018,Q4
20190705000387,Y,00557508,GKL,"1,147","49,888,107,000","43,494,000",-,2018-12-31,2018,Q4
20200330001284,Y,00557508,GKL,828,"50,703,347,000","61,235,000",-,2019-12-31,2019,Q4
20200330001284,Y,00557508,GKL,"1,025","51,020,899,000","49,776,000",-,2019-12-31,2019,Q4
20210317000681,Y,00557508,GKL,812,"56,284,012,000","69,315,000",-,2020-12-31,2020,Q4
20210317000681,Y,00557508,GKL,"1,019","58,920,628,000","57,822,000",-,2020-12-31,2020,Q4
20220321000040,Y,00557508,GKL,799,"54,091,443,000","67,741,000",-,2021-12-31,2021,Q4
20220321000040,Y,00557508,GKL,955,"57,418,955,000","60,125,000",-,2021-12-31,2021,Q4
20230713000041,Y,00557508,GKL,770,"52,030,295,000","68,323,000",-,2022-12-31,2022,Q4
20230713000041,Y,00557508,GKL,893,"54,910,771,000","62,403,000",-,2022-12-31,2022,Q4
20240320000077,Y,00557508,GKL,765,"58,021,000,000","76,000,000",-,2023-12-31,2023,Q4
20240320000077,Y,00557508,GKL,994,"64,806,000,000","70,000,000",-,2023-12-31,2023,Q4
20250321000291,Y,00557508,GKL,772,"53,665,000,000","73,000,000",-,2024-12-31,2024,Q4
20250321000291,Y,00557508,GKL,"1,008","62,470,000,000","68,000,000",-,2024-12-31,2024,Q4
