접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330001940,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2015-12-31,2015,Q4
20170331003682,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2016-12-31,2016,Q4
20180330000282,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2017-12-31,2017,Q4
20190329003830,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2018-12-31,2018,Q4
20200330004438,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2019-12-31,2019,Q4
20211112000526,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2020-12-31,2020,Q4
20220324000782,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2021-12-31,2021,Q4
20230320000937,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2022-12-31,2022,Q4
20240320000621,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2023-12-31,2023,Q4
20250318000934,Y,00728638,한세실업,2011.11.15,무상증자,보통주,"10,000,000",500,500,2024-12-31,2024,Q4
