접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20200724000007,Y,00151128,모토닉,2008.04.25,주식분할,보통주,"33,000,000",500,-,2015-12-31,2015,Q4
20200724000008,Y,00151128,모토닉,-,-,-,-,-,-,2016-12-31,2016,Q4
20200724000009,Y,00151128,모토닉,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401001279,Y,00151128,모토닉,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330002313,Y,00151128,모토닉,-,-,-,-,-,-,2019-12-31,2019,Q4
20210311000068,Y,00151128,모토닉,-,-,-,-,-,-,2020-12-31,2020,Q4
20220310000288,Y,00151128,모토닉,-,-,-,-,-,-,2021-12-31,2021,Q4
20230316000602,Y,00151128,모토닉,-,-,-,-,-,-,2022-12-31,2022,Q4
20240314000922,Y,00151128,모토닉,-,-,-,-,-,-,2023-12-31,2023,Q4
20250313000748,Y,00151128,모토닉,-,-,-,-,-,-,2024-12-31,2024,Q4
