year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,29530,신도리코,정보기술,,,,
2021,Q1,1,2,29530,신도리코,정보기술,,,,
2021,Q1,1,3,29530,신도리코,정보기술,,,,
2021,Q1,1,4,29530,신도리코,정보기술,,,,
2021,Q1,2,1,29530,신도리코,정보기술,,,,
2021,Q1,2,2,29530,신도리코,정보기술,,,,
2021,Q1,2,3,29530,신도리코,정보기술,,,,
2021,Q1,2,4,29530,신도리코,정보기술,,,,
2021,Q1,3,1,29530,신도리코,정보기술,,,,
2021,Q1,3,2,29530,신도리코,정보기술,2021-03-09,긍정,"신도리코는 팬데믹으로 인한 실적 악화에서 벗어나 올해 흑자전환 가능성이 높아지고 있으며, 3D 프린터 사업 관련 정부 정책 수혜가 기대된다는 긍정적인 전망이 제시됨.",1.0
2021,Q1,3,3,29530,신도리코,정보기술,,,,
2021,Q1,3,4,29530,신도리코,정보기술,,,,
2021,Q2,4,1,29530,신도리코,정보기술,,,,
2021,Q2,4,2,29530,신도리코,정보기술,,,,
2021,Q2,4,3,29530,신도리코,정보기술,,,,
2021,Q2,4,4,29530,신도리코,정보기술,,,,
2021,Q2,5,1,29530,신도리코,정보기술,,,,
2021,Q2,5,2,29530,신도리코,정보기술,,,,
2021,Q2,5,3,29530,신도리코,정보기술,,,,
2021,Q2,5,4,29530,신도리코,정보기술,,,,
2021,Q2,6,1,29530,신도리코,정보기술,,,,
2021,Q2,6,2,29530,신도리코,정보기술,,,,
2021,Q2,6,3,29530,신도리코,정보기술,,,,
2021,Q2,6,4,29530,신도리코,정보기술,,,,
2021,Q3,7,1,29530,신도리코,정보기술,,,,
2021,Q3,7,2,29530,신도리코,정보기술,,,,
2021,Q3,7,3,29530,신도리코,정보기술,,,,
2021,Q3,7,4,29530,신도리코,정보기술,2021-07-28,긍정,"신도리코가 복합기 시장의 감소에도 불구하고 3D 프린터와 전자문서 솔루션 등으로 사업을 다각화하고 있으며, 최근 실적이 흑자 전환된 긍정적인 소식이 언급됨.",1.0
2021,Q3,8,1,29530,신도리코,정보기술,2021-08-03,중립,"뉴스 내용은 신도리코의 ROE와 관련된 일반적인 투자 전략에 대한 논의로, 기업의 구체적인 실적이나 사업 활동에 대한 정보는 포함되어 있지 않음.",0.0
2021,Q3,8,2,29530,신도리코,정보기술,,,,
2021,Q3,8,3,29530,신도리코,정보기술,,,,
2021,Q3,8,4,29530,신도리코,정보기술,,,,
2021,Q3,9,1,29530,신도리코,정보기술,,,,
