code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
3520,Youngjin_Pharmaceutical,제약,2015,Q4,"93,804,905,522","99,890,395,165","193,695,300,687","42,220,014,957","51,051,452,767","93,271,467,724","88,810,000,000","8,643,920,673","100,423,832,963",170203311314,5047839804,4550838504,3386324333,3386324333,
3520,Youngjin_Pharmaceutical,제약,2016,Q1,"93,822,284,978","98,688,620,676","192,510,905,654","40,265,363,538","50,853,990,974","91,119,354,512","88,810,000,000","9,611,638,852","101,391,551,142",46187423243,1527630048,1464030289,969945572,969945572,
3520,Youngjin_Pharmaceutical,제약,2016,Q2,"95,421,932,818","98,209,453,763","193,631,386,581","39,036,412,013","51,338,985,798","90,375,397,811","88,810,000,000","11,476,076,480","103,255,988,770",44854579871,2205317013,2208209178,1864581285,1864581285,
3520,Youngjin_Pharmaceutical,제약,2016,Q3,"122,844,254,125","75,815,409,298","198,659,663,423","41,890,133,716","51,837,450,522","93,727,584,238","88,810,000,000","13,152,166,895","104,932,079,185",50492215818,2367411771,2754237713,1681935261,1681935261,
3520,Youngjin_Pharmaceutical,제약,2016,Q4,"122,729,858,698","76,624,526,145","199,354,384,843","42,918,060,369","50,268,323,853","93,186,384,222","88,810,000,000","14,388,088,331","106,168,000,621",51599634197,-646225287,-1102299662,-314279003,-314279003,
3520,Youngjin_Pharmaceutical,제약,2017,Q1,"124,435,529,501","82,978,460,505","207,413,990,006","39,282,050,358","50,151,648,819","89,433,699,177","91,446,365,500","15,960,406,050","117,980,290,829",48543713330,2717715161,2497538436,1574679188,1574679188,
3520,Youngjin_Pharmaceutical,제약,2017,Q2,"126,522,063,203","84,153,569,487","210,675,632,690","41,032,051,032","50,731,726,764","91,763,777,796","91,446,365,500","16,891,970,115","118,911,854,894",45979641084,1203594101,1320376630,934960915,934960915,
3520,Youngjin_Pharmaceutical,제약,2017,Q3,"116,682,209,295","89,289,609,575","205,971,818,870","35,560,366,010","50,833,832,397","86,394,198,407","91,446,365,500","17,557,735,684","119,577,620,463",50191367813,892860432,1248365720,669971942,669971942,
3520,Youngjin_Pharmaceutical,제약,2017,Q4,"114,018,976,059","89,827,113,100","203,846,089,159","37,468,910,079","46,727,464,037","84,196,374,116","91,446,365,500","17,629,830,264","119,649,715,043",50294124577,-1785189045,-2277888874,-1311892093,-1311892093,
3520,Youngjin_Pharmaceutical,제약,2018,Q1,"111,435,748,954","88,161,271,232","199,597,020,186","34,287,063,445","45,318,828,435","79,605,891,880","91,446,365,500","17,971,243,527","119,991,128,306",48027345412,1177602299,729439686,343944877,343944877,
3520,Youngjin_Pharmaceutical,제약,2018,Q2,"107,298,864,263","88,560,428,017","195,859,292,280","31,867,325,146","46,155,294,966","78,022,620,112","91,446,365,500","15,816,787,389","117,836,672,168",38997178823,-2518986053,-2642006396,-2152296525,-2152296525,
3520,Youngjin_Pharmaceutical,제약,2018,Q3,"108,363,664,343","90,188,316,549","198,551,980,892","36,673,589,866","46,768,696,322","83,442,286,188","91,446,365,500","13,089,809,925","115,109,694,704",42181140194,-2807064730,-2926787962,-2723691870,-2723691870,
3520,Youngjin_Pharmaceutical,제약,2018,Q4,"109,684,624,078","86,429,623,674","196,114,247,752","38,102,513,538","46,405,907,213","84,508,420,751","91,446,365,500","9,585,942,222","111,605,827,001",57203025051,1961102278,-1812187694,-1568896592,-1568896592,
3520,Youngjin_Pharmaceutical,제약,2019,Q1,"113,259,178,347","88,599,234,411","201,858,412,758","40,893,357,318","47,610,266,235","88,503,623,553","91,446,365,500","11,334,904,426","113,354,789,205",52944471716,2215249813,2304415856,1745108047,1745108047,
3520,Youngjin_Pharmaceutical,제약,2019,Q2,"120,740,760,785","89,876,816,641","210,617,577,426","45,533,934,465","48,273,770,352","93,807,704,817","91,446,365,500","14,789,987,830","116,809,872,609",59049676967,4532361209,4215550458,3451797574,3451797574,
3520,Youngjin_Pharmaceutical,제약,2019,Q3,"108,486,872,857","88,485,431,652","196,972,304,509","28,788,228,363","48,515,188,749","77,303,417,112","91,446,365,500","17,649,002,618","119,668,887,397",55109256491,3681677647,3815667295,2855937879,2855937879,
3520,Youngjin_Pharmaceutical,제약,2019,Q4,"111,330,070,664","89,115,598,771","200,445,669,435","39,787,135,651","44,907,385,687","84,694,521,338","91,446,365,500","13,731,263,318","115,751,148,097",53412887241,-447257888,-933298064,-3022919687,-3022919687,
3520,Youngjin_Pharmaceutical,제약,2020,Q1,"114,523,179,793","88,245,536,262","202,768,716,055","40,183,036,276","44,977,873,941","85,160,910,217","91,446,365,500","15,587,921,059","117,607,805,838",56954208853,2479424288,2664914970,1843626279,1843626279,
3520,Youngjin_Pharmaceutical,제약,2020,Q2,"113,529,936,467","88,750,655,301","202,280,591,768","39,043,069,692","44,857,395,461","83,900,465,153","91,446,365,500","16,360,241,836","118,380,126,615",50819721391,1356504698,1212352754,760266037,760266037,
3520,Youngjin_Pharmaceutical,제약,2020,Q3,"109,937,585,146","90,452,628,871","200,390,214,017","36,712,775,389","45,581,095,376","82,293,870,765","91,446,365,500","16,076,458,473","118,096,343,252",49973812759,-541412822,-532093871,-296193772,-296193772,
3520,Youngjin_Pharmaceutical,제약,2020,Q4,"98,674,576,501","89,426,153,126","188,100,729,627","30,140,066,862","43,528,823,532","73,668,890,394","91,446,365,500","12,411,954,454","114,431,839,233",50715896667,-2913063136,-3103907048,-2440819861,-2440819861,
3520,Youngjin_Pharmaceutical,제약,2021,Q1,"102,141,277,462","89,979,719,481","192,120,996,943","35,512,862,808","43,946,940,290","79,459,803,098","91,446,365,500","10,641,309,066","112,661,193,845",43645524041,-1959949277,-2113579260,-1773974440,-1773974440,
3520,Youngjin_Pharmaceutical,제약,2021,Q2,"96,076,119,265","94,105,683,747","190,181,803,012","36,115,240,203","45,694,790,865","81,810,031,068","91,446,365,500","6,351,887,165","108,371,771,944",49041007779,-4921825200,-4880200739,-4290373480,-4290373480,
3520,Youngjin_Pharmaceutical,제약,2021,Q3,"90,802,060,518","94,238,107,070","185,040,167,588","33,691,625,512","46,787,139,789","80,478,765,301","91,446,365,500","2,541,517,508","104,561,402,287",49458374802,-4159483142,-4161767903,-3810138469,-3810138469,
3520,Youngjin_Pharmaceutical,제약,2021,Q4,"89,687,991,138","104,407,221,909","194,095,213,047","48,329,180,388","40,880,570,192","89,209,750,580","91,446,365,500","2,865,577,688","104,885,462,467",53922335226,-2836247803,-2988064218,-1707969806,-1707969806,
3520,Youngjin_Pharmaceutical,제약,2022,Q1,"99,588,380,294","103,579,852,793","203,168,233,087","59,187,212,215","40,561,714,881","99,748,927,096","91,446,365,500","1,399,421,212","103,419,305,991",52331612186,-790940370,-1505146736,-1453294403,-1453294403,
3520,Youngjin_Pharmaceutical,제약,2022,Q2,"102,152,431,114","101,808,648,080","203,961,079,194","50,762,035,762","51,201,135,323","101,963,171,085","91,446,365,500","-21,976,670","101,997,908,109",52154170393,-1519008055,-1699882305,-1415182564,-1415182564,
3520,Youngjin_Pharmaceutical,제약,2022,Q3,"101,258,592,863","102,613,865,734","203,872,458,597","53,260,127,422","50,722,210,824","103,982,338,246","91,446,365,500","-2,129,764,428","99,890,120,351",54327589849,-2321908690,-2341816269,-2098121712,-2098121712,
3520,Youngjin_Pharmaceutical,제약,2022,Q4,"102,194,442,940","100,888,374,435","203,082,817,375","49,631,665,597","63,580,960,720","113,212,626,317","91,446,365,500","-12,149,693,721","89,870,191,058",59567614993,-2731301753,-17265926220,-16994440749,-16994440749,
3520,Youngjin_Pharmaceutical,제약,2023,Q1,"105,556,209,740","101,832,471,827","207,388,681,567","39,777,854,269","77,808,817,787","117,586,672,056","91,446,365,500","-12,217,875,268","89,802,009,511",54188227732,537934741,-486370047,-154112895,-154112895,
3520,Youngjin_Pharmaceutical,제약,2023,Q2,"109,514,444,079","100,971,105,622","210,485,549,701","59,854,943,940","62,454,589,665","122,309,533,605","91,446,365,500","-13,843,868,683","88,176,016,096",57032693105,-348104707,-1425912272,-1680261388,-1680261388,
3520,Youngjin_Pharmaceutical,제약,2023,Q3,"119,346,047,783","100,638,731,034","219,984,778,817","71,390,637,916","61,261,506,314","132,652,144,230","91,446,365,500","-14,687,250,192","87,332,634,587",59369563350,320119071,-785787134,-875576885,-875576885,-843381509.0
3520,Youngjin_Pharmaceutical,제약,2023,Q4,"126,564,018,044","100,036,806,144","226,600,824,188","75,055,135,458","61,913,344,578","136,968,480,036","91,446,365,500","-17,820,612,830","89,632,344,152",64311975995,2607445305,-1219827037,-1165592197,-1165592197,-4827537600.0
3520,Youngjin_Pharmaceutical,제약,2024,Q1,"133,989,353,719","99,827,060,835","233,816,414,554","88,040,937,231","52,029,701,582","140,070,638,813","91,446,365,500","-13,707,181,241","93,745,775,741",64945791047,4601867189,5147264119,4092664722,4092664722,4113431589.0
3520,Youngjin_Pharmaceutical,제약,2024,Q2,"134,346,477,618","101,311,039,541","235,657,517,159","89,174,667,218","54,135,642,283","143,310,309,501","91,446,365,500","-15,105,749,324","92,347,207,658",62201580098,1209269872,-1292646315,-1456205463,-1456205463,-1398568083.0
3520,Youngjin_Pharmaceutical,제약,2024,Q3,"129,892,046,791","106,284,040,892","236,176,087,683","88,606,831,731","55,601,103,259","144,207,934,990","91,446,365,500","-15,484,804,289","91,968,152,693",62039911345,1320276933,-309309741,-436538109,-436538109,-379054965.0
