year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,3490,대한항공,산업재,2021-01-06,중립,"뉴스 기사는 대한항공의 아시아나항공 인수와 관련된 긍정적인 진전을 보도했으나, 경제 영상은 항공업계 전반의 어려움을 강조하며 대한항공의 상황도 부정적으로 언급했습니다. 긍정적 요인과 부정적 요인이 상충하므로 종합적으로 중립으로 판단합니다.",0.0
2021,Q1,1,2,3490,대한항공,산업재,2021-01-14,긍정,"뉴스 기사는 대한항공의 아시아나항공 인수가 공정위 심사라는 마지막 관문에 도달했음을 보도하며, 인수 가능성이 높다는 긍정적인 전망을 제시했습니다. 경제 영상에서는 대한항공이 화물 수송을 통해 코로나19 위기를 잘 극복하고 있으며, 아시아나항공과의 합병으로 대규모 항공사가 될 가능성을 긍정적으로 평가했습니다. 두 콘텐츠 모두 긍정적인 논조를 보였으므로, 종합적으로 긍정으로 판단합니다.",1.0
2021,Q1,1,3,3490,대한항공,산업재,2021-01-21,중립,"뉴스 기사는 대한항공의 유상증자와 관련된 긍정적인 전망을 보도하며, 주가 상승과 직원들의 기대감을 강조했습니다. 반면, 경제 영상은 대한항공에 대한 특별 세무조사와 관련된 부정적인 가능성을 제기하며, 경영권 분쟁과 아시아나항공 인수에 미칠 영향을 우려했습니다. 긍정적 요인과 부정적 요인이 상충하므로 종합적으로 중립으로 판단합니다.",0.0
2021,Q1,1,4,3490,대한항공,산업재,2021-01-22,긍정,"뉴스 기사는 대한항공의 유상증자 확대와 아시아나항공 인수에 대한 긍정적인 전망을 보도하고 있습니다. 주가 상승과 함께 자금 조달 규모가 증가했으며, 인수 작업이 공정위 심사를 앞두고 있다는 점에서 긍정적인 요소로 작용하고 있습니다. 반면, 경제 영상은 대한항공과 관련이 없는 내용으로 중립으로 간주됩니다. 따라서 뉴스 기사의 긍정적인 논조를 따라 최종적으로 긍정으로 판단합니다.",1.0
2021,Q1,2,1,3490,대한항공,산업재,2021-02-04,중립,"뉴스 기사는 대한항공의 긍정적인 실적과 화물 운송의 성공을 강조하며 긍정적인 논조를 보였습니다. 반면, 경제 영상은 대한항공의 아시아나항공 인수합병에 대한 부정적인 시각을 제시하며, 경영 실패와 노동자들의 어려움을 강조했습니다. 두 콘텐츠의 논조가 상충하므로 종합적으로 중립으로 판단합니다.",0.0
2021,Q1,2,2,3490,대한항공,산업재,2021-02-13,긍정,"뉴스 기사는 대한항공의 아시아나항공 인수와 관련하여 터키에서의 기업결합심사 승인을 긍정적으로 보도하고 있으며, 이는 대한항공의 주가에 긍정적인 영향을 미칠 수 있는 요소입니다. 반면, 경제 영상은 대한항공과 관련된 과거 사건에 대한 UN의 정보 요청을 다루고 있으며, 이는 현재 주가에 직접적인 영향을 미치지 않는 중립적인 내용입니다. 따라서, 뉴스 기사의 긍정적인 논조를 따라 대한항공의 단기 주가 전망을 긍정으로 판단합니다.",1.0
2021,Q1,2,3,3490,대한항공,산업재,2021-02-18,긍정,"뉴스 기사는 대한항공이 유니세프와 협력하여 코로나19 백신을 수송하는 긍정적인 역할을 맡았다는 내용을 담고 있어 긍정적으로 평가됩니다. 반면, 경제 영상은 대한항공과 관련된 과거 사건에 대한 정부의 수색 활동을 다루고 있으며, 이는 현재 대한항공의 주가에 직접적인 영향을 미치지 않는 중립적인 내용입니다. 따라서, 뉴스 기사의 긍정적인 논조를 따라 최종적으로 긍정으로 판단합니다.",1.0
2021,Q1,2,4,3490,대한항공,산업재,2021-02-25,긍정,"뉴스 기사는 대한항공과 네이버의 협력으로 인한 디지털 혁신과 소비자 편의성 증대에 대해 긍정적으로 보도하고 있습니다. 반면, 경제 영상에서는 보잉 777 기종의 엔진 문제로 인한 운항 중단이 언급되었으나, 대한항공의 경우 이미 대부분의 해당 기종 운항을 중단한 상태이며, 코로나로 인해 대기 중인 항공편이 많아 일정 차질이 없을 것으로 예상되어 부정적 영향이 크지 않다고 판단됩니다. 따라서 뉴스의 긍정적 논조가 더 강하게 작용하여 종합적으로 긍정으로 판단합니다.",1.0
2021,Q1,3,1,3490,대한항공,산업재,2021-03-07,긍정,"뉴스 기사와 경제 영상 모두 대한항공의 유상증자 성공과 아시아나항공 인수에 대한 긍정적인 전망을 보도하고 있습니다. 뉴스 기사는 유상증자 성공과 아시아나항공 인수로 인한 시너지 효과를 강조하며 긍정적인 평가를 내리고 있으며, 경제 영상도 유상증자 흥행과 아시아나항공 인수에 대한 강한 의지를 긍정적으로 다루고 있습니다. 두 콘텐츠 모두 긍정적인 논조를 보이므로, 종합적으로 긍정으로 판단합니다.",1.0
2021,Q1,3,2,3490,대한항공,산업재,,,,
2021,Q1,3,3,3490,대한항공,산업재,,,,
2021,Q1,3,4,3490,대한항공,산업재,2021-03-31,부정,"뉴스 기사는 대한항공과 무관한 주택 시장에 관한 내용으로 중립으로 간주했습니다. 경제 영상은 대한항공의 조원태 회장의 연봉 인상과 관련하여 부정적인 논조를 보였습니다. 직원들의 급여가 삭감된 상황에서 회장의 연봉이 크게 증가한 점이 비판적으로 다뤄졌습니다. 따라서, 영상의 부정적인 논조를 최종 결과로 판단했습니다.",-1.0
2021,Q2,4,1,3490,대한항공,산업재,2021-04-02,긍정,"뉴스 기사는 대한항공의 경영권 분쟁이 해결되었고, 아시아나항공 인수 작업이 순조롭게 진행될 것이라는 긍정적인 전망을 제시했습니다. 경제 영상에서는 마일리지 통합과 관련된 소비자 우려가 있지만, 대한항공이 합리적인 전환율을 결정할 것이라는 긍정적인 입장을 보였습니다. 두 콘텐츠 모두 긍정적인 논조를 보였으므로, 종합적으로 긍정으로 판단합니다.",1.0
2021,Q2,4,2,3490,대한항공,산업재,,,,
2021,Q2,4,3,3490,대한항공,산업재,,,,
2021,Q2,4,4,3490,대한항공,산업재,2021-04-30,긍정,뉴스 기사는 대한항공이 피카소 작품을 성공적으로 운송한 사례를 통해 회사의 화물 운송 역량과 신뢰성을 강조하며 긍정적인 이미지를 부각했습니다. 경제 영상에서는 대한항공이 몽골 노선 재개를 발표하며 항공 여객 수요 회복에 대한 기대감을 나타냈습니다. 두 콘텐츠 모두 대한항공에 긍정적인 영향을 미치는 요소를 포함하고 있어 종합적으로 긍정으로 판단합니다.,1.0
2021,Q2,5,1,3490,대한항공,산업재,2021-05-06,긍정,"뉴스 기사는 대한항공이 UAM 사업에 본격 진출하며 긍정적인 성장 가능성을 보도하고 있습니다. 반면, 경제 영상은 대한항공의 고객 서비스 문제를 지적하고 있지만, 이는 주가에 직접적인 영향을 미칠 만한 심각한 부정적 요소로 보이지 않습니다. 따라서 뉴스 기사의 긍정적인 논조가 더 큰 영향을 미친다고 판단하여 종합적으로 긍정으로 평가합니다.",1.0
2021,Q2,5,2,3490,대한항공,산업재,2021-05-14,긍정,"뉴스 기사는 대한항공이 아시아나항공과의 대규모 엔진 정비 계약을 체결하여 국내 MRO 경쟁력을 강화할 계획이라는 긍정적인 내용을 담고 있습니다. 이는 대한항공의 수익성 및 시장 경쟁력 강화에 긍정적인 영향을 미칠 수 있습니다. 반면, 경제 영상은 대한항공 여자 탁구 실업팀 내의 집단 괴롭힘 문제를 다루고 있지만, 이는 대한항공의 주가에 직접적인 영향을 미칠 가능성이 낮습니다. 따라서 영상은 중립으로 간주하고, 뉴스 기사의 긍정적인 논조를 최종 판단으로 채택합니다.",1.0
2021,Q2,5,3,3490,대한항공,산업재,,,,
2021,Q2,5,4,3490,대한항공,산업재,,,,
2021,Q2,6,1,3490,대한항공,산업재,,,,
2021,Q2,6,2,3490,대한항공,산업재,,,,
2021,Q2,6,3,3490,대한항공,산업재,,,,
2021,Q2,6,4,3490,대한항공,산업재,2021-06-30,긍정,"뉴스 기사는 대한항공이 ESG 채권 발행을 통해 친환경 항공기 도입을 추진하는 긍정적인 내용을 담고 있습니다. 이는 기업의 지속 가능성과 환경적 책임을 강조하는 긍정적인 신호로 해석됩니다. 반면, 경제 영상에서는 대한항공이 '올해의 항공사'로 선정되었다는 긍정적인 소식이 포함되어 있습니다. 두 콘텐츠 모두 대한항공에 긍정적인 영향을 미치는 요소를 포함하고 있어, 종합적으로 긍정으로 판단합니다.",1.0
2021,Q3,7,1,3490,대한항공,산업재,2021-07-07,긍정,"뉴스 기사는 대한항공이 일본에서 외국 기업으로는 유일하게 단체 백신 접종을 승인받아 진행하고 있다는 긍정적인 내용을 담고 있습니다. 이는 대한항공의 위기 관리 능력과 국제적 협력 능력을 긍정적으로 평가할 수 있는 요소입니다. 반면, 경제 영상은 대한항공과 관련이 없는 과거 사건에 대한 내용으로, 대한항공의 주가에 직접적인 영향을 미치지 않는 중립적인 정보입니다. 따라서, 뉴스 기사의 긍정적인 논조를 따라 최종적으로 긍정으로 판단합니다.",1.0
2021,Q3,7,2,3490,대한항공,산업재,,,,
