,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
3,Taekwang_Industrial,Industrials_&_Machinery,2023,Q4,0.04937226052834065,0.04934960181004233,0.08005801191072881,003240
4,S&T_Heavy_Industries,Industrials_&_Machinery,2023,Q4,-0.024255449780284266,-0.023270596224600704,-0.28849060980953456,003570
3,Hyosung,Industrials_&_Machinery,2023,Q4,0.0158080176834281,0.0024286892373591717,-0.037853011791972424,004800
3,Samkwang_Glass,Industrials_&_Machinery,2023,Q4,-0.007651269536760097,0.0425549837239898,0.05619702039109076,005090
3,Hyundai_Heavy_Industries,Industrials_&_Machinery,2023,Q4,3.3020788475779383e-05,0.0005822213671847765,0.007968749428295951,009540
3,LS_Electric,Industrials_&_Machinery,2023,Q4,-0.03163387348731628,-0.02574356043046655,-0.20542173139673348,010120
3,Samsung_Heavy Industries,Industrials_&_Machinery,2023,Q4,0.1296801935914491,-0.1542631719374834,0.2367043377380662,010140
3,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2023,Q4,0.06387978129242566,0.09112874669814175,-0.7500641463720528,010620
4,Hyundai_WIA,Industrials_&_Machinery,2023,Q4,0.016107676823988837,0.014614484786282467,-0.09715297385998234,011210
3,Hanwha_Aerospace,Industrials_&_Machinery,2023,Q4,-0.075340173226494,-0.0690232880817383,0.05865006619043167,012450
3,Dongwon_Systems,Industrials_&_Machinery,2023,Q4,-0.0078007240488411345,-0.030492860326799986,0.26079746453532116,014820
3,Hyundai_Elevator,Industrials_&_Machinery,2023,Q4,0.03478243862803099,0.07821496320377797,-0.04507404885535515,017800
3,Samsung_Engineering,Industrials_&_Machinery,2023,Q4,0.01705858677849703,0.006739248112189511,-0.22551927892088286,028050
3,Sejong_Industrial,Industrials_&_Machinery,2023,Q4,0.04130992573948267,0.048505755235711434,-0.20364528123114267,033530
3,Doosan_Heavy_Industries,Industrials_&_Machinery,2023,Q4,0.04782264234855327,1.116004683184395,0.1630335680580154,034020
3,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2023,Q4,-0.6660286507888418,0.043762653659967676,0.13440620072625586,042660
3,Doosan_Infracore,Industrials_&_Machinery,2023,Q4,0.006637566059416566,0.027087669899817035,0.11799264279082411,042670
3,Korea_Aerospace_Industries,Industrials_&_Machinery,2023,Q4,-0.06790252687442444,-0.11379190763122726,-0.11423108534014492,047810
3,Hyundai_Rotem,Industrials_&_Machinery,2023,Q4,-0.022684946525847627,-0.13888891680439874,0.11188535073315464,064350
4,S&T_Motiv,Industrials_&_Machinery,2023,Q4,0.006701813129751266,0.0011582955227871228,0.1597436928015743,064960
3,Doosan_Engine,Industrials_&_Machinery,2023,Q4,0.006471762712566109,-0.05151163206182274,-0.06121211906649515,082740
3,HHI_Heavy_Industries,Industrials_&_Machinery,2023,Q4,-0.23524814663391092,-0.010088761829574855,-0.15361129898329962,097230
