접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230406000776,2023-04-06,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,766,571","-261,391",12.56,-0.87,2023,Q2
20230706000210,2023-07-06,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,890,161","123,590",12.97,0.41,2023,Q3
20231010000112,2023-10-10,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,404,346","-485,815",11.35,-1.62,2023,Q4
20231106000126,2023-11-06,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"2,980,405","-423,941",9.93,-1.42,2023,Q4
20231113000451,2023-11-13,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,007,111","3,007,111",10.02,10.02,2023,Q4
20231113000489,2023-11-13,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"2,999,889","-7,222",10.00,-0.02,2023,Q4
20231201000013,2023-12-01,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,023,241","3,023,241",10.08,10.08,2023,Q4
20231212000275,2023-12-12,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"2,977,766","-45,475",9.93,-0.15,2023,Q4
20240130000028,2024-01-30,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,003,025","3,003,025",10.01,10.01,2024,Q1
20240208000212,2024-02-08,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"2,996,412","-6,613",9.99,-0.02,2024,Q1
20240311000116,2024-03-11,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,020,084","3,020,084",10.07,10.07,2024,Q1
20240403003090,2024-04-03,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,526,251","506,167",11.75,1.68,2024,Q2
20240703000128,2024-07-03,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,190,935","-335,316",10.64,-1.11,2024,Q3
20240902000291,2024-09-02,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"2,977,582","-213,353",9.93,-0.71,2024,Q3
20250217001702,2025-02-17,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"3,000,366","3,000,366",10.00,10.00,2025,Q1
20250221001596,2025-02-21,00105855,엘에스일렉트릭,국민연금공단,-,-,10%이상주주,"2,993,416","-6,950",9.98,-0.02,2025,Q1
