,name,year,quarter,sector,Relative Return,유동자산 변화율,금리 변화율,유동부채 변화율,실업률 변화율,당기순이익(손실) 변화율,이익잉여금 변화율,Label,Code
18,유한양행,2020,Q4,헬스케어,-0.22522119829258536,-0.040215075162452485,0.13205764233403983,-0.06617831340037805,0.04672897196261672,0.26978665216804676,0.0024466939944400856,0.014987809137095836,000100
18,일동제약,2020,Q4,헬스케어,0.35593026875583694,0.1710341946011913,0.13205764233403983,0.03620739707017773,0.04672897196261672,42.52045819572819,0.595203079450001,-0.031520703657955784,000230
18,동아쏘시오홀딩스,2020,Q4,헬스케어,-0.41779524711922456,-0.04932905896055406,0.13205764233403983,0.24405137293498846,0.04672897196261672,7.649606843323921,0.157282163803113,0.17949370613128648,000640
18,부광약품,2020,Q4,헬스케어,-0.13656323174017787,0.017072481838883213,0.13205764233403983,0.08060056362593038,0.04672897196261672,0.304977692953188,-0.016485295435521685,-0.16813937172823676,003000
18,영진약품,2020,Q4,헬스케어,-0.37843661154903063,-0.10244911810680968,0.13205764233403983,-0.17903055427864323,0.04672897196261672,7.24061844554922,-0.22794224394349294,-0.05018995430395061,003520
18,녹십자,2020,Q4,헬스케어,-0.21774604049989382,-0.022044001272146674,0.13205764233403983,-0.022167389651029712,0.04672897196261672,-1.3177775254394128,-0.013256163149230171,-0.09485694565911924,006280
18,일양약품,2020,Q4,헬스케어,-0.7168893482213887,-0.27306494743017995,0.13205764233403983,-0.14873088344943108,0.04672897196261672,-2.459446462412158,-0.3539888734115816,0.11676124881474814,007570
18,서흥,2020,Q4,헬스케어,-0.22710468435584258,-0.1285709381018425,0.13205764233403983,0.2500780819417565,0.04672897196261672,-0.7341068204906287,0.01194025345226346,0.0485160451531121,008490
18,광동제약,2020,Q4,헬스케어,-0.3273225492795898,0.048021844268426817,0.13205764233403983,0.02045337248547696,0.04672897196261672,-0.5865023850995184,0.009829771468710558,0.03740331403655371,009290
18,대웅제약,2020,Q4,헬스케어,0.11311600643093239,0.020420406195979846,0.13205764233403983,-0.2287804387377761,0.04672897196261672,2.705861614812838,0.029029225259213698,0.13022810740992144,069620
18,한미약품,2020,Q4,헬스케어,-0.06520151953212758,-0.17081294141852565,0.13205764233403983,-0.06564356165008522,0.04672897196261672,-1.598326306739919,0.16777872398754612,-0.006872975293552191,128940
18,동아에스티,2020,Q4,헬스케어,-0.2946570355480258,-0.09539155969311763,0.13205764233403983,-0.0017659130033366166,0.04672897196261672,-4.4467899776680415,-0.11626080350047174,0.022390783810817803,170900
18,종근당,2020,Q4,헬스케어,-0.22882808452582057,-0.04764218661112429,0.13205764233403983,-0.08023201918957479,0.04672897196261672,-0.6756248332825443,0.04028401429718076,-0.15622278669337214,185750
