,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,수출액 변화율,비유동자산 변화율,자본총계 변화율,Label,Code
23,유한양행,2019,Q1,헬스케어,-0.0043811838837226336,1.572822466514817,-0.09882153156977846,0.011822535120708855,0.010481439909303392,0.014660066264538203,000100
23,일동제약,2019,Q1,헬스케어,0.10398841392456162,-1971.1418924540155,-0.09882153156977846,0.08402742776398409,0.03397390867196215,-0.12989226784397004,000230
23,동아쏘시오홀딩스,2019,Q1,헬스케어,0.016111266024000447,-1.2225848059344875,-0.09882153156977846,0.033636546570900316,0.03099463376569611,-0.1300372837390861,000640
23,부광약품,2019,Q1,헬스케어,-0.13773146786338733,-0.9674901959352693,-0.09882153156977846,-0.08866892282467642,-0.017446862403065255,-0.11057331901045478,003000
23,영진약품,2019,Q1,헬스케어,-0.053645883868767064,-2.1123155317555815,-0.09882153156977846,0.025102628529119375,0.015670886108700488,-0.2763510110479937,003520
23,녹십자,2019,Q1,헬스케어,-0.08976268973753454,-0.4962112517859998,-0.09882153156977846,0.030089420979013237,-0.006727003195408421,-0.11167185849764714,006280
23,일양약품,2019,Q1,헬스케어,-0.07533507582895178,-1.2966045920453728,-0.09882153156977846,-0.0029167556264764194,0.019085602197985274,-0.15507327529336856,007570
23,서흥,2019,Q1,헬스케어,0.0586074972270033,0.938585162830732,-0.09882153156977846,0.0003990713431842874,0.0037308324105242985,0.18957113556892938,008490
23,광동제약,2019,Q1,헬스케어,0.012140336302373156,2.071756492612412,-0.09882153156977846,-0.009478436829528758,0.002282895722382605,0.015370752471864216,009290
23,대웅제약,2019,Q1,헬스케어,-0.015594779739757238,-1.2833425217143746,-0.09882153156977846,0.015181477224605278,-0.0019215015224327558,-0.03358604674266695,069620
23,한미약품,2019,Q1,헬스케어,-0.0900411324375388,-1.1087799042899833,-0.09882153156977846,0.059493343469585236,-0.014298283298834868,-0.22992399278530773,128940
23,동아에스티,2019,Q1,헬스케어,0.046891671499857956,-2.2664453183309505,-0.09882153156977846,0.020970125235973747,0.024476096366079725,-0.07215338735325941,170900
23,종근당,2019,Q1,헬스케어,-0.05783276733538216,-0.19710712442472578,-0.09882153156977846,-0.0073799081170677905,0.00481651118487969,-0.07694251311224679,185750
