,name,year,quarter,sector,Relative Return,유동자산 변화율,금리 변화율,유동부채 변화율,실업률 변화율,당기순이익(손실) 변화율,이익잉여금 변화율,Label,Code
23,유한양행,2019,Q3,헬스케어,-0.1288497439286522,0.10251685262417953,-0.21649484536082508,0.29075452496365006,-0.19354838709677435,0.5392473596438085,0.005040004210535409,0.3567698137529789,000100
23,일동제약,2019,Q3,헬스케어,-0.08599350809354075,-0.6790880267978164,-0.21649484536082508,1.5655250434910841,-0.19354838709677435,0.8745388995407481,0.00471655222465972,-0.058342006938264246,000230
23,동아쏘시오홀딩스,2019,Q3,헬스케어,-0.04576887464125747,0.092523348697378,-0.21649484536082508,-0.005379531881483768,-0.19354838709677435,-1.9204683065482036,0.01942815812996379,0.08864381449433725,000640
23,부광약품,2019,Q3,헬스케어,-0.049271718547601026,-0.060007886661173626,-0.21649484536082508,-0.4335753428684047,-0.19354838709677435,-0.7906387922988823,-0.007423508052338268,0.9894506618371384,003000
23,영진약품,2019,Q3,헬스케어,0.24044015239586103,-0.1014892389970955,-0.21649484536082508,-0.3677632143752416,-0.19354838709677435,-0.1726230122786453,0.1933074469608944,0.04086032344752071,003520
23,녹십자,2019,Q3,헬스케어,0.032018250843396975,0.03360717260333601,-0.21649484536082508,0.08572294075905629,-0.19354838709677435,-28.744337385860806,0.04092867020788682,0.35021284143313225,006280
23,일양약품,2019,Q3,헬스케어,-0.015693305853103884,0.008397597985307703,-0.21649484536082508,-0.01827483325420598,-0.19354838709677435,-1.8449752314783554,0.365986092847872,0.7047582959785867,007570
23,서흥,2019,Q3,헬스케어,-0.04744938063353804,-0.14390390787662344,-0.21649484536082508,-0.18504851874511286,-0.19354838709677435,-0.44814905125422044,0.02326501702025885,0.4451910073719969,008490
23,광동제약,2019,Q3,헬스케어,0.003166220848214024,-0.004625428409648524,-0.21649484536082508,-0.00824222900464644,-0.19354838709677435,-0.5124713252647375,0.009851843275640926,0.048823952544243335,009290
23,대웅제약,2019,Q3,헬스케어,-0.28372717842911627,0.021484665581955165,-0.21649484536082508,0.020031920805849923,-0.19354838709677435,-0.9736227315069246,0.0006886904888470102,-0.13398790206129157,069620
23,한미약품,2019,Q3,헬스케어,-0.008514803220705261,0.01695217100832469,-0.21649484536082508,0.01510862385120082,-0.19354838709677435,-0.9822076984444675,0.0017752037106124607,-0.07832490681837087,128940
23,동아에스티,2019,Q3,헬스케어,0.08481739447224475,0.04881796731845678,-0.21649484536082508,-0.0027868309090367527,-0.19354838709677435,1.3767402199879455,0.14749922605371912,-0.005525309429350575,170900
23,종근당,2019,Q3,헬스케어,0.04173199581946731,0.04641928360678471,-0.21649484536082508,0.01364068032134802,-0.19354838709677435,0.16222282555060574,0.09266382346463309,0.23845785076818896,185750
