,name,year,quarter,sector,Relative Return,유동자산 변화율,금리 변화율,유동부채 변화율,실업률 변화율,당기순이익(손실) 변화율,이익잉여금 변화율,Label,Code
34,유한양행,2016,Q4,헬스케어,0.05928223279048486,0.05292086420349462,0.3210161662817601,-0.03579681886620145,-0.0943396226415093,10.41868814209412,0.0426784109198739,0.053132853216085366,000100
34,일동제약,2016,Q4,헬스케어,-0.379994736227632,0.027584593198592966,0.3210161662817601,0.04361272968896568,-0.0943396226415093,-0.9972951543587065,0.0007244241067685397,-0.1860207285411935,000230
34,동아쏘시오홀딩스,2016,Q4,헬스케어,-0.12080037486349116,0.44779009135539005,0.3210161662817601,0.00816748806045453,-0.0943396226415093,-1.2927506941642604,0.00579446502533254,0.040512299302263174,000640
34,부광약품,2016,Q4,헬스케어,-0.03784899429498406,-0.0032826245820556377,0.3210161662817601,0.12888512906426386,-0.0943396226415093,-0.1235145451395937,0.005975085894379006,-0.06510486597706833,003000
34,영진약품,2016,Q4,헬스케어,-0.1454351540562858,-0.0009312232616398575,0.3210161662817601,0.024538633845596403,-0.0943396226415093,-1.1868555884922374,0.09397093618617736,0.2028963174511858,003520
34,녹십자,2016,Q4,헬스케어,0.015202782828681954,-0.10121716249187862,0.3210161662817601,-0.16140646548601967,-0.0943396226415093,-0.2372042847114697,0.026754197662302692,0.021445520883512606,006280
34,일양약품,2016,Q4,헬스케어,-0.09120798092280201,-0.1320264409967491,0.3210161662817601,-0.06500926800034934,-0.0943396226415093,0.9131458742079719,-0.18735571971763565,-0.007105004163827727,007570
34,서흥,2016,Q4,헬스케어,-0.1133686457427466,-0.05129765336122605,0.3210161662817601,-0.01748674462176114,-0.0943396226415093,0.20684065109568506,0.030696192064319616,-0.13960875283807708,008490
34,광동제약,2016,Q4,헬스케어,-0.026948892656326856,-0.009796229607698215,0.3210161662817601,-0.046503280391291035,-0.0943396226415093,-0.6830855901995301,0.009268426738030522,-0.06751655207537564,009290
34,대웅제약,2016,Q4,헬스케어,0.16155582555634704,0.09915343280354394,0.3210161662817601,0.44603446276908953,-0.0943396226415093,1.7605204272365755,0.04928001348134048,0.006466701513141104,069620
34,한미약품,2016,Q4,헬스케어,-0.244298634591479,0.07300904611900161,0.3210161662817601,0.002415616754143146,-0.0943396226415093,-91.57112320925594,-0.2720612627820843,0.12843625347208898,128940
34,동아에스티,2016,Q4,헬스케어,-0.0029089421471448634,0.05542060544930383,0.3210161662817601,0.11862558930254274,-0.0943396226415093,0.45232430212832875,0.058898200702318215,-0.06767699811254166,170900
34,종근당,2016,Q4,헬스케어,0.034110615942643224,0.057376220923670784,0.3210161662817601,0.17640619503836397,-0.0943396226415093,-0.11645182865375758,0.4426377601475724,-0.004562555858476258,185750
