,name,year,quarter,sector,Relative Return,유동자산 변화율,금리 변화율,유동부채 변화율,실업률 변화율,당기순이익(손실) 변화율,이익잉여금 변화율,Label,Code
28,유한양행,2018,Q2,헬스케어,0.06181745260227466,0.028417707957279825,-0.0044422507403751865,0.0768528890669653,-0.07812499999999989,-0.5781438855873111,0.012613736892784777,0.11696122797582623,000100
28,일동제약,2018,Q2,헬스케어,0.0011942483959284655,-0.045660714308320416,-0.0044422507403751865,-0.08962012720651447,-0.07812499999999989,-0.829060369282632,0.009487290026072293,-0.008675498648981941,000230
28,동아쏘시오홀딩스,2018,Q2,헬스케어,-0.060745958449324094,-0.24243371431514738,-0.0044422507403751865,-0.10779260078804276,-0.07812499999999989,-0.7105702583882181,0.010359961052427868,0.010793714972808392,000640
28,부광약품,2018,Q2,헬스케어,-0.08949933176559668,0.46773006252610627,-0.0044422507403751865,0.5504144467746968,-0.07812499999999989,-0.5125008642140031,0.008081255611921856,0.1950147283377136,003000
28,영진약품,2018,Q2,헬스케어,-0.05026423737245739,-0.0371234969911467,-0.0044422507403751865,-0.07057292330915155,-0.07812499999999989,-7.257678683203646,-0.11988353141857688,-0.12174053774873399,003520
28,녹십자,2018,Q2,헬스케어,-0.1078080970215802,0.01765571276179534,-0.0044422507403751865,0.3200350387803772,-0.07812499999999989,-0.6420751694327407,0.008329474728966169,-0.18680988040292273,006280
28,일양약품,2018,Q2,헬스케어,-0.10897385294143447,-0.014609875444183684,-0.0044422507403751865,-0.0732789999446084,-0.07812499999999989,-0.8796424739496077,0.255702826654181,-0.0022308470800136704,007570
28,서흥,2018,Q2,헬스케어,-0.06598607001653709,0.05784501611304638,-0.0044422507403751865,0.05182993157781235,-0.07812499999999989,-0.16182913574710345,0.027548794818211153,-0.059214147882442655,008490
28,광동제약,2018,Q2,헬스케어,-0.09274581500862553,0.03268859228450216,-0.0044422507403751865,-0.06697029202051197,-0.07812499999999989,-0.39329615805941276,0.013656776440506668,-0.10813509557186325,009290
28,대웅제약,2018,Q2,헬스케어,0.03403901863627715,0.036944434648875646,-0.0044422507403751865,0.4620761611297255,-0.07812499999999989,0.5335759394385131,0.016402962229962403,0.029555656404603017,069620
28,한미약품,2018,Q2,헬스케어,0.0013590755324343479,0.103666431870157,-0.0044422507403751865,-0.14652116910280355,-0.07812499999999989,0.7642013267800354,0.06033596895783444,0.08788344429441439,128940
28,동아에스티,2018,Q2,헬스케어,0.061285453528211464,-0.007435049069019373,-0.0044422507403751865,-0.10088136646542167,-0.07812499999999989,1.8573202117175227,0.31622916158657377,0.021830110025690054,170900
28,종근당,2018,Q2,헬스케어,0.021126053769131514,0.015717309997866913,-0.0044422507403751865,-0.047074942375997075,-0.07812499999999989,3.2243471470966103,0.14658712871022317,-0.025548812158209394,185750
