,name,year,quarter,sector,Relative Return,유동자산 변화율,금리 변화율,유동부채 변화율,실업률 변화율,당기순이익(손실) 변화율,이익잉여금 변화율,Label,Code
20,유한양행,2020,Q2,헬스케어,0.15699827786377002,0.06485236458866162,-0.0835291604358025,0.1661661369315448,0.048387096774193505,-0.8071514924385075,0.015089861487222356,-0.056977511654584076,000100
20,일동제약,2020,Q2,헬스케어,-0.044788954241141626,-0.3435018577696245,-0.0835291604358025,-0.03733223526131735,0.048387096774193505,-0.4735567096921339,0.008014266905756129,-0.07199364085817223,000230
20,동아쏘시오홀딩스,2020,Q2,헬스케어,0.022961874192534912,-0.20515981344070788,-0.0835291604358025,-0.3300633171223174,0.048387096774193505,-1.4435394311582503,-0.022184654216384825,0.14036300650534914,000640
20,부광약품,2020,Q2,헬스케어,0.1347633429498375,0.06231025944029156,-0.0835291604358025,0.02689480257835619,0.048387096774193505,-5.705506272292175,0.013452658063904943,-0.378837915005909,003000
20,영진약품,2020,Q2,헬스케어,0.029830546295863333,-0.008672858436128639,-0.0835291604358025,-0.02836934909970612,0.048387096774193505,-0.5876246473269109,0.04954610522319047,0.1425517545632638,003520
20,녹십자,2020,Q2,헬스케어,0.8028382822302645,0.07416597706971362,-0.0835291604358025,0.4921110606824961,0.048387096774193505,5.503851355440545,0.016473488684242366,0.28649081150276556,006280
20,일양약품,2020,Q2,헬스케어,0.09913327977562521,0.05079653571618259,-0.0835291604358025,0.00597681295908159,0.048387096774193505,-0.812741796950454,0.05051842188417477,-0.21391719448132218,007570
20,서흥,2020,Q2,헬스케어,0.032977328693418476,0.17670675365803512,-0.0835291604358025,0.22796747713387755,0.048387096774193505,0.22929948495782426,0.05140321947109516,-0.14315701968717712,008490
20,광동제약,2020,Q2,헬스케어,0.062175186941952995,0.028050329592819834,-0.0835291604358025,0.06346976906692414,0.048387096774193505,0.170286464653848,0.025900411936058187,0.0018716884839686324,009290
20,대웅제약,2020,Q2,헬스케어,-0.30952977599363535,-0.09137216256727454,-0.0835291604358025,-0.06323642356599468,0.048387096774193505,9.918298814473617,-0.026966808313739987,-0.209257455963052,069620
20,한미약품,2020,Q2,헬스케어,0.09074807091377819,-0.04036393065139243,-0.0835291604358025,0.18008453036293082,0.048387096774193505,2.6032046300718537,0.07831187089414504,-0.12822564058653205,128940
20,동아에스티,2020,Q2,헬스케어,-4.472621313234004e-05,-0.06731012712438811,-0.0835291604358025,-0.3092176897545532,0.048387096774193505,-1.1900802139880537,-0.042824971446187465,-0.1371977300477319,170900
20,종근당,2020,Q2,헬스케어,0.5640950318207136,0.09507488025721589,-0.0835291604358025,0.012013169983690952,0.048387096774193505,0.41604352903210784,0.12678137738482143,-0.10026319236960443,185750
