code,name,year,quarter,sector,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_자본금 변화율,Relative Return,Label,Code
100,유한양행,2024,Q4,헬스케어,-0.002231105972223868,-0.017975698747761948,-0.010834914946504237,-0.06117604728034576,-0.058110459659274305,-0.060948166745174115,0.003878970410473137,9.167292166578633e-05,-0.18755619190552153,-1.1144425278734236,-0.9455186482548606,0.0,-0.07720671896762361,-0.07720671896762361,000100
100,유한양행,2024,Q3,헬스케어,-0.003669840993373197,-0.009167616294256886,-0.0066816994447302935,-0.09838954993497584,0.06624320322990718,-0.08792101488063064,0.012573441226012338,0.012991342476283974,0.1370700136787817,2.462311349138303,0.27259044526318665,0.0,0.5302977539193272,-0.07720671896762361,000100
100,유한양행,2024,Q2,헬스케어,0.07902208666382382,-0.006281401579499746,0.03055764289325591,0.23632179249996854,-0.5072802986534846,0.1280674303001239,0.012744224911674484,0.009427923683566819,0.18811249781168504,1.5612947115842926,-0.2640870695217775,0.0,0.2848114793230269,0.5302977539193272,000100
100,유한양행,2024,Q1,헬스케어,0.0015356074535868292,0.007970390943398131,0.005181358689859472,0.021421411239838317,0.052434805547293184,0.025822204807608218,0.0020405948426291953,0.0008176487784090636,0.015201529233167532,-0.04818819116899653,1.765336252551153,0.04588056399212648,-0.05938153517806958,0.2848114793230269,000100
100,유한양행,2023,Q4,헬스케어,-0.021314097610486527,0.022158028110869532,0.0028506455988637214,-0.02377254315513866,-0.08804873031760818,-0.033439487523993616,0.008934289881062263,0.010874538931739952,-0.09006271998670634,-0.0633295483121995,0.13339119871199245,0.0,0.09501216460727777,-0.05938153517806958,000100
100,유한양행,2023,Q3,헬스케어,0.05838533905082177,0.008125964105842876,0.02984587429177865,0.1565534283017096,0.18056740366497448,0.16010245061413708,0.0061756230885789964,0.004898653854523927,-0.02736884078865731,-0.7177510711753748,-0.44606395688133127,0.0,-0.1365996389889667,0.09501216460727777,000100
100,유한양행,2023,Q2,헬스케어,-0.01758870054898254,0.042508222507317894,0.015658034067904447,-0.032994539608148465,1.2870511786151053,0.05718516736368673,0.009304753109873332,0.00807407739364896,0.11736610746013976,0.2544449871506649,-0.49974067130523625,0.0,0.29034291902187653,-0.1365996389889667,000100
100,유한양행,2023,Q1,헬스케어,0.01836804631433142,-0.001577524476477632,0.007236377351597323,0.05980887022207493,0.06814660590133736,0.06037432295580314,0.0035888299430921755,-0.001898113080021635,-0.011541991898865178,-0.0651426491128384,-6.5177214124346055,0.04578780240114777,0.08422430114085966,0.29034291902187653,000100
100,유한양행,2022,Q4,헬스케어,-0.027049842267886648,0.06451288948904876,0.022011261142113492,0.06423903945112985,-0.4249393611060722,0.006191671358673156,0.028114435203607124,0.024780912427657897,0.02906641957821776,3.643369942421395,-1.4332257287566448,0.0,-0.04341924912778849,0.08422430114085966,000100
100,유한양행,2022,Q3,헬스케어,-0.08671289865982301,0.042425913368246304,-0.021779694834605068,-0.11046267180373015,-0.2176018739268104,-0.12468595199066979,0.002500101134134569,-0.0012218882853022306,-0.09374378710583886,-0.5847878722024502,-0.25037899110723316,0.0,0.018610835921721084,-0.04341924912778849,000100
100,유한양행,2022,Q2,헬스케어,-0.03469491143541803,0.000108760705929134,-0.017503203480213614,-0.12041528267870116,0.01884576191501597,-0.10415967647741664,0.010316175491482893,0.0018570551705465732,0.1768676665822233,1.1465453076035357,-0.7752784303612399,0.0,0.055315837352818226,0.018610835921721084,000100
100,유한양행,2022,Q1,헬스케어,0.11261975622003417,-0.003961223608116016,0.0518087498802664,0.1917948969468839,0.32875152305068034,0.20630836272583664,0.03576857243677756,0.02254947668513485,-0.029136487684847334,-0.5943501883001182,1.9245241419437091,0.04579534004173125,0.011350218745230758,0.055315837352818226,000100
100,유한양행,2021,Q4,헬스케어,0.02590470445314863,0.0017577134795114802,0.013165705702112618,0.06237184536560081,-0.5442433236128442,-0.06895114978209305,0.04145997332955509,0.030376137764630107,-0.061447627684376616,0.555000114876266,0.3776767877449143,0.0,0.13205388132662688,0.011350218745230758,000100
100,유한양행,2021,Q3,헬스케어,-0.05217330259635733,0.035986198468063835,-0.007621554212090764,-0.017211127280494565,-0.1778003444877626,-0.057080660161064944,0.014576634084355833,0.0034093040568186073,0.029782515361678197,-0.7189791384028176,-0.12700479686662958,0.0,0.03409547304062605,0.13205388132662688,000100
100,유한양행,2021,Q2,헬스케어,-0.06335026926980492,0.010150900337043023,-0.027594080866432558,-0.2273269232486479,0.01863819942966849,-0.17805239540924556,0.015577889328384886,0.013794946769449812,0.19644176733108498,1.2825478216712396,-0.04838985195682177,0.0,-0.03154098717449321,0.03409547304062605,000100
100,유한양행,2021,Q1,헬스케어,0.06853707352798266,0.03562878745187725,0.05227088980892902,0.28096555764971876,0.12833284640093412,0.24716807792697426,0.000984028613457033,0.008900056699730818,-0.19395761569844483,-0.7098335306931465,1.0336890190514691,0.04580029468934521,0.028381352702002864,-0.03154098717449321,000100
