,name,year,quarter,sector,Relative Return,유동자산 변화율,금리 변화율,유동부채 변화율,실업률 변화율,당기순이익(손실) 변화율,이익잉여금 변화율,Label,Code
24,유한양행,2019,Q2,헬스케어,0.014660066264538203,-0.13905412176761145,-0.10064059339177356,-0.4230910223024881,-0.08148148148148138,-0.8719901890777204,0.0029161451368397984,-0.1288497439286522,000100
24,일동제약,2019,Q2,헬스케어,-0.12989226784397004,-0.07425735544176604,-0.10064059339177356,-0.07982078480966837,-0.08148148148148138,-0.9829206207382729,0.0025224600783222417,-0.08599350809354075,000230
24,동아쏘시오홀딩스,2019,Q2,헬스케어,-0.1300372837390861,-0.18154439243168008,-0.10064059339177356,0.5102006633699947,-0.08148148148148138,-1.3165341818150713,-0.020760971021741126,-0.04576887464125747,000640
24,부광약품,2019,Q2,헬스케어,-0.1105341150130337,-0.1912794948979526,-0.10064059339177356,0.1975186264790465,-0.08148148148148138,-4.060227273202275,-0.03386939604636474,-0.049271718547601026,003000
24,영진약품,2019,Q2,헬스케어,-0.2763510110479937,0.06605718447893172,-0.10064059339177356,0.11347997453262071,-0.08148148148148138,0.9779850192851698,0.304818044700468,0.24044015239586103,003520
24,녹십자,2019,Q2,헬스케어,-0.1357178296884034,0.03408032676309958,-0.10064059339177356,0.02233891639240637,-0.08148148148148138,-1.3277849188335886,-0.0012874629259694848,0.032018250843396975,006280
24,일양약품,2019,Q2,헬스케어,-0.17385854357409916,-0.007473839449102848,-0.10064059339177356,-0.014248098240936313,-0.08148148148148138,-1.3799849296087086,-0.12270476903649363,-0.015693305853103884,007570
24,서흥,2019,Q2,헬스케어,0.159629673280282,0.22738696588180862,-0.10064059339177356,-0.18950192728681658,-0.08148148148148138,-0.11618993544296807,0.03853735890772958,-0.04744938063353804,008490
24,광동제약,2019,Q2,헬스케어,0.015370752471864216,0.07229862308266766,-0.10064059339177356,0.00332150448229096,-0.08148148148148138,-0.12788619584680716,0.020624494693487483,0.003166220848214024,009290
24,대웅제약,2019,Q2,헬스케어,-0.03358604674266695,0.012648391558705008,-0.10064059339177356,-0.30871366556487156,-0.08148148148148138,1.7678543165992813,0.026809210254205462,-0.28372717842911627,069620
24,한미약품,2019,Q2,헬스케어,-0.23844781964362083,0.0497468927216127,-0.10064059339177356,-0.21603649985339846,-0.08148148148148138,14.28453226421315,0.11086726663333946,-0.008514803220705261,128940
24,동아에스티,2019,Q2,헬스케어,-0.07215338735325941,0.09587830448353607,-0.10064059339177356,-0.1648466273689727,-0.08148148148148138,-0.6163688371441195,0.06895373180719422,0.08481739447224475,170900
24,종근당,2019,Q2,헬스케어,-0.07694251311224679,0.05942746538130139,-0.10064059339177356,0.17814288403208822,-0.08148148148148138,0.18852387452703478,0.08380770085757194,0.04173199581946731,185750
