,name,year,quarter,sector,Relative Return,유동자산 변화율,금리 변화율,유동부채 변화율,실업률 변화율,당기순이익(손실) 변화율,이익잉여금 변화율,Label,Code
36,유한양행,2016,Q2,헬스케어,-0.07859584239039845,0.05560475145522914,-0.08606485539000996,0.20720713009573544,-0.1328125,-0.81494935370818,0.00778925058490243,-0.3400768152299971,000100
36,일동제약,2016,Q2,헬스케어,-0.03750738410882917,1.11542976859345,-0.08606485539000996,3.3117365106275365,-0.1328125,-0.013834731561264024,0.02397429260698436,0.0,000230
36,동아쏘시오홀딩스,2016,Q2,헬스케어,-0.04853711657397971,-0.2165099727688733,-0.08606485539000996,-0.02159276483543804,-0.1328125,-1.5089144569268371,-0.023555580402214504,-0.29537930371868787,000640
36,부광약품,2016,Q2,헬스케어,-0.13252937127969316,-0.1695866075369059,-0.08606485539000996,-0.588193801083063,-0.1328125,-0.5698915582354467,0.02391376667468781,-0.15816513864859388,003000
36,영진약품,2016,Q2,헬스케어,-0.13533541724170312,0.017049764247109245,-0.08606485539000996,-0.030521307074259707,-0.1328125,0.9223566134286141,0.19397707890492022,-0.20333229633290498,003520
36,녹십자,2016,Q2,헬스케어,-0.0391778671646615,0.07404831916663279,-0.08606485539000996,-0.16107105598438243,-0.1328125,2.15365775531802,0.031106672788698164,-0.2057555345662193,006280
36,일양약품,2016,Q2,헬스케어,-0.011803221134000424,0.025303920950948466,-0.08606485539000996,-0.03190265221084676,-0.1328125,-0.9814051952924338,0.018594804707566137,-0.24847073560624158,007570
36,서흥,2016,Q2,헬스케어,-0.17448920456807654,0.15694890189942834,-0.08606485539000996,0.20732454667629718,-0.1328125,0.9060203012702475,0.03285636289274585,-0.12987618446558888,008490
36,광동제약,2016,Q2,헬스케어,-0.15906423080102514,0.04547416772542201,-0.08606485539000996,0.1483053698417105,-0.1328125,0.31908182188929923,0.035919435120392196,-0.15103527509674172,009290
36,대웅제약,2016,Q2,헬스케어,-0.22192730134044422,0.2767170913073569,-0.08606485539000996,0.06473094457555839,-0.1328125,0.20123480557520668,0.005681273563482581,-0.15750050193900086,069620
36,한미약품,2016,Q2,헬스케어,-0.0508668061652498,-0.10602602175867926,-0.08606485539000996,-0.08838121558968459,-0.1328125,-0.43821269858919254,0.11267127970815238,-0.4074581879307494,128940
36,동아에스티,2016,Q2,헬스케어,-0.23329723162761068,-0.03925363581674857,-0.08606485539000996,0.18957033868511663,-0.1328125,-1.8485217594132444,-0.04255609583749442,-0.20708705800337923,170900
36,종근당,2016,Q2,헬스케어,-0.12096513274515863,0.03737538726837886,-0.08606485539000996,0.0633989675636788,-0.1328125,0.3130779767405589,0.3313124381342538,-0.07985443175671714,185750
