접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330002258,Y,00123718,부광약품,소액주주,"12,128",-,99.83%,"13,335,866",-,39.12%,2015-12-31,2015,Q4
20170330001461,Y,00123718,부광약품,소액주주,"16,809",-,99.88%,"14,574,233",-,38.98%,2016-12-31,2016,Q4
20180330003467,Y,00123718,부광약품,소액주주,"15,584",-,99.87%,"17,852,192",-,40.06%,2017-12-31,2017,Q4
20190814001961,Y,00123718,부광약품,소액주주,"15,848",-,99.89%,"20,371,810",-,41.69%,2018-12-31,2018,Q4
20200327001176,Y,00123718,부광약품,소액주주,"20,855",-,99.91%,"26,769,960",-,42.14%,2019-12-31,2019,Q4
20210324000661,Y,00123718,부광약품,소액주주,"87,340","87,375",99.99%,"33,033,517","64,837,978",50.95%,2020-12-31,2020,Q4
20220812001267,Y,00123718,부광약품,소액주주,"88,902","88,919",99.98%,"41,195,994","71,063,049",57.97%,2021-12-31,2021,Q4
20230328001033,Y,00123718,부광약품,소액주주,"84,188","84,194",99.99%,"44,971,011","71,063,049",63.28%,2022-12-31,2022,Q4
20240322000905,Y,00123718,부광약품,소액주주,"76,263","76,270",99.99%,"45,154,294","71,063,049",63.54%,2023-12-31,2023,Q4
20250318000877,Y,00123718,부광약품,소액주주,"68,636","68,640",99.99%,"46,098,314","68,454,671",67.34%,2024-12-31,2024,Q4
