year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,120,CJ대한통운,산업재,2021-01-06,부정적,요약문에서 CJ대한통운의 터미널이 코로나19 확진자 발생으로 인해 부분 폐쇄되었다는 부정적인 소식이 전해짐. 이는 물류 운영에 차질을 빚을 수 있어 단기적으로 주가에 부정적인 영향을 미칠 가능성이 있음.,-1.0
2021,Q1,1,2,120,CJ대한통운,산업재,2021-01-12,긍정적,CJ대한통운이 새로운 '블루택배' 서비스를 시작한다는 소식은 기업의 서비스 확장과 사회적 책임을 강조하는 긍정적인 요소로 판단됨.,1.0
2021,Q1,1,3,120,CJ대한통운,산업재,2021-01-19,긍정적,"새로운 대표이사가 과거에 영업이익을 크게 증가시키고 질적 성장을 주도한 경험이 있어, 기업의 미래 성장 가능성에 대한 긍정적인 기대감을 형성할 수 있음.",1.0
2021,Q1,1,4,120,CJ대한통운,산업재,2021-01-27,부정적,"기사 요약에서 택배노조의 총파업 결정과 사업장 내 중대재해 발생이 언급되어 있으며, 이는 기업 운영에 부정적인 영향을 미칠 수 있는 요소로 판단됨.",-1.0
2021,Q1,2,1,120,CJ대한통운,산업재,2021-02-04,긍정적,기사 요약에서 CJ대한통운이 택배기사 과로 방지를 위한 노사 합의안을 이행하여 긍정적인 노사 관계를 유지하고 있음을 보여줌. 이는 기업의 사회적 책임을 다하고 있다는 긍정적인 이미지를 줄 수 있음.,1.0
2021,Q1,2,2,120,CJ대한통운,산업재,2021-02-09,중립,"요약본에서는 단기적으로 비용 부담이 높아질 것이라는 부정적인 요소와 중장기적으로 수익성 회복이 예상된다는 긍정적인 요소가 함께 언급되어 있어, 단기 주가에 대한 명확한 긍정적 또는 부정적 신호가 부족함.",0.0
2021,Q1,2,3,120,CJ대한통운,산업재,2021-02-16,중립,"요약문은 CJ대한통운과 직접적인 관련이 없는 쿠팡의 시장 점유율에 대한 내용만을 담고 있어, CJ대한통운의 주가에 영향을 미칠 만한 정보가 없다.",0.0
2021,Q1,2,4,120,CJ대한통운,산업재,2021-02-24,긍정적,CJ대한통운이 네이버와 협력하여 AI 기반 물류 수요예측 시스템을 도입함으로써 물류센터 운영 효율성을 높일 수 있다는 점에서 긍정적인 논조로 판단됨.,1.0
2021,Q1,3,1,120,CJ대한통운,산업재,2021-03-04,긍정적,CJ대한통운이 자동분류 시스템을 확대하고 있다는 점은 운영 효율성을 높이고 비용 절감 및 서비스 품질 향상에 기여할 수 있어 긍정적인 요소로 판단됨.,1.0
2021,Q1,3,2,120,CJ대한통운,산업재,,,,
2021,Q1,3,3,120,CJ대한통운,산업재,2021-03-16,부정적,요약본에서 쿠팡이 택배 사업에 본격적으로 진출하고 있다는 내용은 CJ대한통운과 같은 기존 택배 사업자에게 경쟁 압력을 증가시킬 수 있는 부정적인 요소로 작용할 가능성이 있음.,-1.0
2021,Q1,3,4,120,CJ대한통운,산업재,2021-03-25,긍정적,CJ대한통운이 택배 단가를 인상한다는 소식은 매출 증가로 이어질 가능성이 있어 긍정적인 논조로 판단됨.,1.0
2021,Q2,4,1,120,CJ대한통운,산업재,,,,
