,name,year,quarter,sector,Relative Return,유동자산 변화율,이익잉여금 변화율,자본총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 수 변화율,Label,Code
30,현대중공업,2017,Q2,중공업,-0.022818533710330408,-0.07318533666066795,0.3761476700684656,0.6468944804433385,-0.01156230376754852,0.07080399911240831,0.0,-0.21453709277980884,009540
30,삼성중공업,2017,Q2,중공업,-0.053459846842630915,-0.05101518804453997,0.012286178287865601,0.006850102396794178,-0.011941847556568908,1.2745073489053418,0.0,0.02278246914957313,010140
30,현대미포조선,2017,Q2,중공업,0.09950869188762608,0.14013209801968096,0.10851808792448936,0.07011324284496001,-0.09993084000692276,-0.012766951399351467,0.0,-0.18191416112003664,010620
30,한화테크윈,2017,Q2,중공업,-0.2684405808370041,-0.04046309806805004,-0.0036810029098141017,0.002875613424348167,0.0007208740159430072,-0.27388818382446256,0.0,-0.15761322198606276,012450
30,현대엘리베이,2017,Q2,중공업,-0.23448728770631377,0.09658450073805436,0.18906590919773714,0.04733477934885055,-0.007173704466999498,0.31814205719740873,0.0,-0.0012386623707284494,017800
30,두산중공업,2017,Q2,중공업,-0.2578520606673034,-0.012971875652108444,-0.0038719486468579145,0.02157659680365165,0.03384049525141308,-0.2594870694850029,0.0,-0.16326812765249488,034020
30,대우조선해양,2017,Q2,중공업,0.0,0.051098822935213395,-0.9738967618904489,6.589447299846882,-0.11745519652386416,2.0821221906027434,0.0,0.0,042660
30,두산인프라코어,2017,Q2,중공업,-0.11239710964220126,-0.021854118485534757,0.031781728187633806,0.006484857993844351,0.009546118135688841,0.7334494168678183,0.0,0.0199286130108378,042670
30,현대로템,2017,Q2,중공업,-0.15882906004624808,0.017388418699611163,0.010429708549958505,0.004079367719537652,0.005550144934740153,-0.6864852078877343,0.0,-0.04512460658854662,064350
30,두산엔진,2017,Q2,중공업,0.0024219262425977522,0.03623067293826554,0.06847828579666859,-0.011328009170230136,-0.01656407823891204,0.30357672817826487,0.0,0.00691191932464405,082740
30,한진중공업,2017,Q2,중공업,0.12428388375794037,0.16969282063265845,0.11601367735345902,-0.042025332140685934,-0.12331473228421974,-232.0,0.0,-0.2290690490904003,097230
